name,Mix Case?,abv,year,size,country,wine_type,price,num_review,rating,url
Le Petit Ducru de Ducru-Beaucaillou 2021,0,TBC,2021,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Le-Petit-Ducru-de-Ducru-Beaucaillou-2021/1020321
Torbreck Woodcutter's Shiraz (magnum) 2021,0,TBC,2021,1500.0,Australia,Red Wine,,,,https://www.laithwaites.co.uk/product/Torbreck-Woodcutter's-Shiraz-(magnum)-2021/4289321
Château Capbern 2020,0,TBC,2020,750.0,France,Red Wine,,1,5.0,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Capbern-2020/0296520
Torbreck Woodcutter’s Shiraz 2021,0,TBC,2021,750.0,Australia,Red Wine,,,,https://www.laithwaites.co.uk/product/Torbreck-Woodcutter%E2%80%99s-Shiraz-2021/0896721
Château Giscours 2021,0,TBC,2021,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Giscours-2021/3323021
Château Capbern 2021,0,TBC,2021,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Capbern-2021/0296521
Château Haut-Batailley 2021,0,TBC,2021,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Haut-Batailley-2021/1018421
Domaine Montirius Le Clos Vacqueyras 2020,0,TBC,2020,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Domaine-Montirius-Le-Clos-Vacqueyras-2020/1533320
Château Lagrange Pomerol 2021,0,TBC,2021,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Lagrange-Pomerol-2021/1919821
Clos Fourtet 2021,0,TBC,2021,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Clos-Fourtet-2021/0420821
Famille Perrin Gigondas L'Argnée 2020,0,14.5,2020,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Famille-Perrin-Gigondas-L'Argn%C3%A9e-2020/3440020
Domaine du Vieux Télégraphe La Crau 2020,0,TBC,2020,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Domaine-du-Vieux-T%C3%A9l%C3%A9graphe-La-Crau-2020/3780620
Clos des Papes Châteauneuf-du-Pape (magnum) 2020,0,15.0,2020,1500.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Clos-des-Papes-Ch%C3%A2teauneuf-du-Pape-(magnum)-2020/1159820
Maison Roche de Bellene Vosne-Romanée Vieilles Vignes 2020,0,TBC,2020,750.0,France,Red Wine,,2,3.5,https://www.laithwaites.co.uk/product/Maison-Roche-de-Bellene-Vosne-Roman%C3%A9e-Vieilles-Vignes-2020/1051920
Château Pavie-Macquin 2021,0,TBC,2021,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Pavie-Macquin-2021/0921821
Famille Perrin Les Hauts de Julien Vinsobres Vieilles Vignes 2020,0,14.5,2020,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Famille-Perrin-Les-Hauts-de-Julien-Vinsobres-Vieilles-Vignes-2020/1598620
Château Tour Saint-Christophe 2020,0,TBC,2020,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Tour-Saint-Christophe-2020/2673520
Château Pédesclaux 2020,0,TBC,2020,750.0,France,Red Wine,,1,5.0,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-P%C3%A9desclaux-2020/1075120
Château Les-Ormes-de-Pez 2021,0,TBC,2021,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Les-Ormes-de-Pez-2021/1065021
Tony's Classic Christmas Six Reds,0,13.0,Reds,750.0,New Zealand,Red Wine,,,3.4,https://www.laithwaites.co.uk/product/Tony's-Classic-Christmas-Six-Reds-2021/X13457
Laroze de Drouhin Bourgogne Pinot Noir 2020,0,TBC,2020,750.0,France,Red Wine,,3,4.0,https://www.laithwaites.co.uk/product/Laroze-de-Drouhin-Bourgogne-Pinot-Noir-2020/0979820
Château Tour Saint-Christophe 2021,0,TBC,2021,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Tour-Saint-Christophe-2021/2673521
Torbreck Factor (magnum) 2019,0,TBC,2019,1500.0,Australia,Red Wine,180.0,,,https://www.laithwaites.co.uk/product/Torbreck-Factor-(magnum)-2019/4289119
Château Bellefont-Belcier 2020,0,TBC,2020,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Bellefont-Belcier-2020/2876020
Domaine Georges Lignier et Fils Pommard 2020,0,TBC,2020,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Domaine-Georges-Lignier-et-Fils-Pommard-2020/4230820
Ferraton Père et Fils Hermitage Les Miaux 2020,0,TBC,2020,750.0,France,Red Wine,,,,https://www.laithwaites.co.uk/product/Ferraton-P%C3%A8re-et-Fils-Hermitage-Les-Miaux-2020/0962720
Château de Beaucastel Châteauneuf-du-Pape 2020,0,14.5,2020,750.0,France,Red Wine,,1,4.0,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-de-Beaucastel-Ch%C3%A2teauneuf-du-Pape-2020/1043620
Farinelli Pinot Grigio 2021,0,12.5,2021,750.0,Italy,White Wine,7.99,377,4.0,https://www.laithwaites.co.uk/product/Farinelli-Pinot-Grigio-2021/3397621
Cabalié Blanc 2021,0,11.5,2021,750.0,France,White Wine,11.99,1075,4.3,https://www.laithwaites.co.uk/product/Cabali%C3%A9-Blanc-2021/2254521
Lobster Shack Sauvignon Blanc 2022,0,12.5,2022,750.0,South Africa,White Wine,10.99,132,4.3,https://www.laithwaites.co.uk/product/Lobster-Shack-Sauvignon-Blanc-2022/4138322
Abbesse Sauvignon Blanc 2021,0,11.5,2021,750.0,France,White Wine,10.99,1071,4.0,https://www.laithwaites.co.uk/product/Abbesse-Sauvignon-Blanc-2021/1950521
Wolf Point Sauvignon Blanc 2021,0,12.5,2021,750.0,Chile,White Wine,9.99,464,3.9,https://www.laithwaites.co.uk/product/Wolf-Point-Sauvignon-Blanc-2021/3711821
The Hour-Teller Sauvignon Blanc 2021,0,13.0,2021,750.0,New Zealand,White Wine,14.99,437,4.2,https://www.laithwaites.co.uk/product/The-Hour-Teller-Sauvignon-Blanc-2021/3748121
The Gooseberry Bush 2021,0,12.0,2021,750.0,South Africa,White Wine,10.99,2256,4.1,https://www.laithwaites.co.uk/product/The-Gooseberry-Bush-2021/0216721
Rapaura Springs Reserve Sauvignon Blanc 2021,0,13.5,2021,750.0,New Zealand,White Wine,18.99,236,4.6,https://www.laithwaites.co.uk/product/Rapaura-Springs-Reserve-Sauvignon-Blanc-2021/3271021
La Nantaise Réserve 2021,0,12.0,2021,750.0,France,White Wine,12.99,168,3.9,https://www.laithwaites.co.uk/product/La-Nantaise-R%C3%A9serve-2021/0352421
Il Papavero Pinot Grigio 2021,0,12.0,2021,750.0,Italy,White Wine,10.99,790,4.0,https://www.laithwaites.co.uk/product/Il-Papavero-Pinot-Grigio-2021/0184821
Hole in the Clouds Sauvignon Blanc 2021,0,13.0,2021,750.0,New Zealand,White Wine,14.99,622,4.5,https://www.laithwaites.co.uk/product/Hole-in-the-Clouds-Sauvignon-Blanc-2021/3818121
Alessandro Gallici Pinot Grigio 2021,0,12.0,2021,750.0,Italy,White Wine,11.99,1129,3.9,https://www.laithwaites.co.uk/product/Alessandro-Gallici-Pinot-Grigio-2021/0606321
Bees Knees Chenin Blanc Viognier 2022,0,12.5,2022,750.0,South Africa,White Wine,11.99,538,4.1,https://www.laithwaites.co.uk/product/Bees-Knees-Chenin-Blanc-Viognier-2022/2114622
The Huguenot Chenin Blanc 2022,0,12.5,2022,750.0,South Africa,White Wine,10.99,533,4.2,https://www.laithwaites.co.uk/product/The-Huguenot-Chenin-Blanc-2022/1500522
Italian Whites Clearance Sale Mix,1,,,,,,,,,
La Voûte 2021,0,14.0,2021,750.0,France,White Wine,14.99,199,4.4,https://www.laithwaites.co.uk/product/La-Vo%C3%BBte-2021/1409621
Campanula Pinot Grigio 2021,0,12.0,2021,750.0,Hungary,White Wine,9.99,1670,3.8,https://www.laithwaites.co.uk/product/Campanula-Pinot-Grigio-2021/0055221
w/o Organic Lucido 2021,0,12.5,2021,750.0,Italy,White Wine,11.99,29,4.4,https://www.laithwaites.co.uk/product/w/o-Organic-Lucido-2021/4196721
Don Cayetano Chardonnay 2021,0,13.0,2021,750.0,Chile,White Wine,8.99,150,3.5,https://www.laithwaites.co.uk/product/Don-Cayetano-Chardonnay-2021/0032421
Château Le Coin Sauvignon Gris 2021,0,12.5,2021,750.0,France,White Wine,12.99,337,3.9,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Le-Coin-Sauvignon-Gris-2021/0872121
The Escapist Sauvignon Blanc 2021,0,12.5,2021,750.0,South Africa,White Wine,8.99,54,3.9,https://www.laithwaites.co.uk/product/The-Escapist-Sauvignon-Blanc-2021/4136721
Luigi e Lucina Pinot Grigio 2021,0,12.5,2021,750.0,Italy,White Wine,8.99,96,4.0,https://www.laithwaites.co.uk/product/Luigi-e-Lucina-Pinot-Grigio-2021/4021521
Don Cayetano Sauvignon Blanc 2021,0,12.0,2021,750.0,Chile,White Wine,8.99,227,3.7,https://www.laithwaites.co.uk/product/Don-Cayetano-Sauvignon-Blanc-2021/0000721
Il Sogno di Arianna Pinot Grigio 2021,0,12.0,2021,750.0,Italy,White Wine,9.99,197,4.1,https://www.laithwaites.co.uk/product/Il-Sogno-di-Arianna-Pinot-Grigio-2021/3745421
Hunter's Sauvignon Blanc 2021,0,13.5,2021,750.0,New Zealand,White Wine,16.99,153,4.3,https://www.laithwaites.co.uk/product/Hunter's-Sauvignon-Blanc-2021/0012721
Farinelli Bianco NV,0,12.0,NV,750.0,Italy,White Wine,7.99,196,3.8,https://www.laithwaites.co.uk/product/Farinelli-Bianco-2021/2247020
Queen Bee Viognier 2022,0,13.0,2022,750.0,South Africa,White Wine,12.99,522,4.2,https://www.laithwaites.co.uk/product/Queen-Bee-Viognier-2022/3714722
La Belle Saison Sauvignon Blanc 2021,0,9.5,2021,750.0,France,White Wine,10.99,471,4.0,https://www.laithwaites.co.uk/product/La-Belle-Saison-Sauvignon-Blanc-2021/0201321
Albert Bichot Mâcon-Lugny Les Charmes 2020,0,13.0,2020,750.0,France,White Wine,17.99,28,3.8,https://www.laithwaites.co.uk/product/Albert-Bichot-M%C3%A2con-Lugny-Les-Charmes-2020/2254020
Under the Lemon Tree Chenin Blanc 2022,0,12.0,2022,750.0,South Africa,White Wine,9.99,,,https://www.laithwaites.co.uk/product/Under-the-Lemon-Tree-Chenin-Blanc-2022/4253622
Laithwaites Sauvignon Blanc 2021,0,11.5,2021,750.0,France,White Wine,13.49,545,3.8,https://www.laithwaites.co.uk/product/Laithwaites-Sauvignon-Blanc-2021/0307621
Sunday Bay Reserve Sauvignon Blanc 2021,0,13.0,2021,750.0,New Zealand,White Wine,17.99,129,4.4,https://www.laithwaites.co.uk/product/Sunday-Bay-Reserve-Sauvignon-Blanc-2021/2382521
Clos des Lunes Lune d’Argent Bordeaux Blanc 2021,0,13.5,2021,750.0,France,White Wine,19.99,,,https://www.laithwaites.co.uk/product/Clos-des-Lunes-Lune-d%E2%80%99Argent-Bordeaux-Blanc-2021/4121921
Yarrunga Field Special Reserve White 2021,0,11.0,2021,750.0,Australia,White Wine,10.49,1107,3.7,https://www.laithwaites.co.uk/product/Yarrunga-Field-Special-Reserve-White-2021/0011621
Le Champ des Etoiles Chardonnay 2021,0,13.0,2021,750.0,France,White Wine,11.99,145,3.9,https://www.laithwaites.co.uk/product/Le-Champ-des-Etoiles-Chardonnay-2021/2116121
L'Epiphanie de Bordeaux Blanc 2021,0,12.5,2021,750.0,France,White Wine,25.0,1,2.0,https://www.laithwaites.co.uk/product/L'Epiphanie-de-Bordeaux-Blanc-2021/4021621
Posada del Rey Blanco NV,0,13.0,NV,750.0,Spain,White Wine,7.99,140,3.3,https://www.laithwaites.co.uk/product/Posada-del-Rey-Blanco-2021/0363020
Limited Release Elgin Sauvignon Blanc 2021,0,13.5,2021,750.0,South Africa,White Wine,14.99,8,4.1,https://www.laithwaites.co.uk/product/Limited-Release-Elgin-Sauvignon-Blanc-2021/4211121
Barón de Barbón Blanco 2021,0,12.5,2021,750.0,Spain,White Wine,11.99,293,4.0,https://www.laithwaites.co.uk/product/Bar%C3%B3n-de-Barb%C3%B3n-Blanco-2021/0243821
Domaine Dampt Petit Chablis Vieilles Vignes 2021,0,12.5,2021,750.0,France,White Wine,17.99,82,4.2,https://www.laithwaites.co.uk/product/Domaine-Dampt-Petit-Chablis-Vieilles-Vignes-2021/0032821
Il Papavero Pinot Grigio (1L Wine Box) 2021,0,12.0,2021,1000.0,Italy,White Wine,9.49,,,https://www.laithwaites.co.uk/product/Il-Papavero-Pinot-Grigio-(1L-Wine-Box)-2021/4241721
Méritoire Sauvignon Blanc 2020,0,11.5,2020,750.0,France,White Wine,10.99,26,3.3,https://www.laithwaites.co.uk/product/M%C3%A9ritoire-Sauvignon-Blanc-2020/4039220
Selección Especial Numerada 60 Albariño 2021,0,12.5,2021,750.0,Spain,White Wine,14.99,111,4.3,https://www.laithwaites.co.uk/product/Selecci%C3%B3n-Especial-Numerada-60-Albari%C3%B1o-2021/3807121
Domaine Alain Malet Réserve 2021,0,13.0,2021,750.0,France,White Wine,12.99,29,4.2,https://www.laithwaites.co.uk/product/Domaine-Alain-Malet-R%C3%A9serve-2021/2259021
Bellarine Bay Pinot Grigio 2021,0,12.0,2021,750.0,Australia,White Wine,11.49,74,3.6,https://www.laithwaites.co.uk/product/Bellarine-Bay-Pinot-Grigio-2021/1940021
Domaine Daniel Reverdy Sancerre 2021,0,12.5,2021,750.0,France,White Wine,21.0,1,3.0,https://www.laithwaites.co.uk/product/Domaine-Daniel-Reverdy-Sancerre-2021/0475421
Eylo 2021,0,13.5,2021,750.0,Spain,White Wine,11.99,55,3.8,https://www.laithwaites.co.uk/product/Eylo-2021/4142921
Lobster Shack Chardonnay Viognier Chenin Blanc 2021,0,13.5,2021,750.0,South Africa,White Wine,11.99,343,4.4,https://www.laithwaites.co.uk/product/Lobster-Shack-Chardonnay-Viognier-Chenin-Blanc-2021/2267021
Abbesse Sauvignon Blanc (half bottle) 2021,0,11.5,2021,375.0,France,White Wine,5.99,7,4.7,https://www.laithwaites.co.uk/product/Abbesse-Sauvignon-Blanc-(half-bottle)-2021/2167721
McPherson's The Full Fifteen Chardonnay 2021,0,13.5,2021,750.0,Australia,White Wine,11.99,208,3.7,https://www.laithwaites.co.uk/product/McPherson's-The-Full-Fifteen-Chardonnay-2021/1903021
Domaine de la Mandelière 2020,0,13.0,2020,750.0,France,White Wine,17.99,30,3.9,https://www.laithwaites.co.uk/product/Domaine-de-la-Mandeli%C3%A8re-2020/0419920
Aluado Chardonnay 2020,0,12.5,2020,750.0,Portugal,White Wine,10.99,389,4.1,https://www.laithwaites.co.uk/product/Aluado-Chardonnay-2020/2881020
Marie & Sylvie Les Deux Sœurs NV,0,12.5,NV,750.0,France,White Wine,13.99,39,3.9,https://www.laithwaites.co.uk/product/Marie-&-Sylvie-Les-Deux-S%C5%93urs-2020/4089020
Los Hermanos Manzanos Blanco Barrica 2020,0,12.5,2020,750.0,Spain,White Wine,15.99,101,3.9,https://www.laithwaites.co.uk/product/Los-Hermanos-Manzanos-Blanco-Barrica-2020/1497120
Le Viti di Beatrice Gavi 2021,0,12.5,2021,750.0,Italy,White Wine,12.99,28,3.6,https://www.laithwaites.co.uk/product/Le-Viti-di-Beatrice-Gavi-2021/4117121
The Gooseberry Bush (3 litre Bag-in-Box) 2022,0,11.5,2022,3000.0,South Africa,White Wine,25.0,2,3.5,https://www.laithwaites.co.uk/product/The-Gooseberry-Bush-(3-litre-Bag-in-Box)-2022/4253822
Visionario 2021,0,12.5,2021,750.0,Italy,White Wine,12.99,788,4.0,https://www.laithwaites.co.uk/product/Visionario-2021/3682921
Danaris Grüner Veltliner 2020,0,12.5,2020,750.0,Austria,White Wine,12.49,103,3.6,https://www.laithwaites.co.uk/product/Danaris-Gr%C3%BCner-Veltliner-2020/0091220
Domaine Michel Thomas Sancerre Silex 2021,0,13.5,2021,750.0,France,White Wine,22.0,,,https://www.laithwaites.co.uk/product/Domaine-Michel-Thomas-Sancerre-Silex-2021/0419821
Cloudy Bay Sauvignon Blanc 2022,0,13.5,2022,750.0,New Zealand,White Wine,25.0,,,https://www.laithwaites.co.uk/product/Cloudy-Bay-Sauvignon-Blanc-2022/0927722
Villa Broglia Gavi di Gavi 2021,0,13.5,2021,750.0,Italy,White Wine,17.99,144,4.1,https://www.laithwaites.co.uk/product/Villa-Broglia-Gavi-di-Gavi-2021/0013221
Sentiero dei Pini Pinot Grigio 2021,0,12.0,2021,750.0,Italy,White Wine,10.99,308,3.9,https://www.laithwaites.co.uk/product/Sentiero-dei-Pini-Pinot-Grigio-2021/1905521
Porrais Reserva 2021,0,12.0,2021,750.0,Portugal,White Wine,13.99,41,3.6,https://www.laithwaites.co.uk/product/Porrais-Reserva-2021/1977121
Viña Tarapacá Riverscape Collection Sauvignon Blanc 2021,0,12.5,2021,750.0,Chile,White Wine,10.99,743,3.7,https://www.laithwaites.co.uk/product/Vi%C3%B1a-Tarapac%C3%A1-Riverscape-Collection-Sauvignon-Blanc-2021/0012021
Albariño Selection,0,12.5,Selection,750.0,Spain,White Wine,,,4.3,https://www.laithwaites.co.uk/product/Albari%C3%B1o-Selection-2021/M17226
Il Pino Pinot Grigio 2021,0,12.0,2021,750.0,Italy,White Wine,11.99,212,4.0,https://www.laithwaites.co.uk/product/Il-Pino-Pinot-Grigio-2021/0536121
Colle Marianna Soave 2021,0,12.5,2021,750.0,Italy,White Wine,11.99,219,3.9,https://www.laithwaites.co.uk/product/Colle-Marianna-Soave-2021/3204921
My Karp Riesling 2021,0,11.0,2021,750.0,Germany,White Wine,14.49,121,4.5,https://www.laithwaites.co.uk/product/My-Karp-Riesling-2021/2338321
Vignobles Canet Picpoul de Pinet 2021,0,13.0,2021,750.0,France,White Wine,12.49,93,4.2,https://www.laithwaites.co.uk/product/Vignobles-Canet-Picpoul-de-Pinet-2021/2032021
Kutjevo Graševina 2021,0,12.5,2021,750.0,Croatia,White Wine,13.49,169,4.2,https://www.laithwaites.co.uk/product/Kutjevo-Gra%C5%A1evina-2021/3850121
Vigne del Pareto Gavi 2020,0,12.5,2020,750.0,Italy,White Wine,14.99,84,3.9,https://www.laithwaites.co.uk/product/Vigne-del-Pareto-Gavi-2020/2257620
Domaine Le Bac 2021,0,14.0,2021,750.0,France,White Wine,14.99,23,4.3,https://www.laithwaites.co.uk/product/Domaine-Le-Bac-2021/4073921
The Black Stump Chardonnay Pinot Grigio 2021,0,12.5,2021,750.0,Australia,White Wine,11.99,368,4.0,https://www.laithwaites.co.uk/product/The-Black-Stump-Chardonnay-Pinot-Grigio-2021/0066921
Excelsior Heritage Reserve Wild Ferment Chardonnay 2022,0,13.5,2022,750.0,South Africa,White Wine,10.99,52,4.0,https://www.laithwaites.co.uk/product/Excelsior-Heritage-Reserve-Wild-Ferment-Chardonnay-2022/4164522
Domaine Figeat les Craies 2020,0,14.5,2020,750.0,France,White Wine,15.99,2,5.0,https://www.laithwaites.co.uk/product/Domaine-Figeat-les-Craies-2020/4227820
Stonecast Sauvignon Blanc 2021,0,13.0,2021,750.0,South Africa,White Wine,14.99,24,4.2,https://www.laithwaites.co.uk/product/Stonecast-Sauvignon-Blanc-2021/4139721
Domaine Serge Laporte Sancerre 2021,0,13.0,2021,750.0,France,White Wine,21.0,3,4.7,https://www.laithwaites.co.uk/product/Domaine-Serge-Laporte-Sancerre-2021/2239521
Terra di Nonno Vermentino 2021,0,12.5,2021,750.0,Italy,White Wine,10.99,124,3.8,https://www.laithwaites.co.uk/product/Terra-di-Nonno-Vermentino-2021/3796421
The Boar Riesling 2021,0,12.0,2021,750.0,Germany,White Wine,,87,4.1,https://www.laithwaites.co.uk/product/The-Boar-Riesling-2021/3879421
Bees Knees Chenin Blanc Viognier 2021,0,12.5,2021,750.0,South Africa,White Wine,11.99,573,4.1,https://www.laithwaites.co.uk/product/Bees-Knees-Chenin-Blanc-Viognier-2021/2114621
Lobster Shack Chardonnay Viognier Chenin Blanc 2022,0,13.5,2022,750.0,South Africa,White Wine,11.99,335,4.4,https://www.laithwaites.co.uk/product/Lobster-Shack-Chardonnay-Viognier-Chenin-Blanc-2022/2267022
Château Vartely Dealu Nucului Viorica 2020,0,13.0,2020,750.0,Moldova,White Wine,9.99,137,3.8,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Vartely-Dealu-Nucului-Viorica-2020/4078120
Mystery Case - Whites,1,,,,,,,,,
Sendero das Meigas Albariño 2020,0,12.5,2020,750.0,Multiple Countries,White Wine,12.99,15,3.1,https://www.laithwaites.co.uk/product/Sendero-das-Meigas-Albari%C3%B1o-2020/4188920
Domaine Dampt Chevalier d'Eon Bourgogne Tonnerre 2020,0,12.5,2020,750.0,France,White Wine,16.99,15,4.5,https://www.laithwaites.co.uk/product/Domaine-Dampt-Chevalier-d'Eon-Bourgogne-Tonnerre-2020/0455120
Domaine de Bel Air Cuvée des Papillons 2021,0,13.0,2021,750.0,France,White Wine,18.99,,,https://www.laithwaites.co.uk/product/Domaine-de-Bel-Air-Cuv%C3%A9e-des-Papillons-2021/3571021
Rapaura Springs Marlborough Chardonnay Reserve 2020,0,13.5,2020,750.0,New Zealand,White Wine,17.99,12,3.9,https://www.laithwaites.co.uk/product/Rapaura-Springs-Marlborough-Chardonnay-Reserve-2020/3757720
Westend Estate No.1 Chardonnay 2021,0,12.0,2021,750.0,Australia,White Wine,12.99,289,3.7,https://www.laithwaites.co.uk/product/Westend-Estate-No.1-Chardonnay-2021/0000621
Passionada Alvarinho 2021,0,12.0,2021,750.0,Portugal,White Wine,14.99,15,4.2,https://www.laithwaites.co.uk/product/Passionada-Alvarinho-2021/4206421
Elephant Tree Chenin Blanc Viognier 2022,0,12.5,2022,750.0,South Africa,White Wine,10.49,18,4.1,https://www.laithwaites.co.uk/product/Elephant-Tree-Chenin-Blanc-Viognier-2022/4216722
Way & Cat Chardonnay 2021,0,12.5,2021,750.0,Australia,White Wine,12.99,5,4.8,https://www.laithwaites.co.uk/product/Way-&-Cat-Chardonnay-2021/4220021
Alambrado Malbec Blanco 2021,0,12.0,2021,750.0,Argentina,White Wine,11.99,68,3.8,https://www.laithwaites.co.uk/product/Alambrado-Malbec-Blanco-2021/4154121
Split Rock Sauvignon Blanc 2022,0,12.0,2022,750.0,New Zealand,White Wine,13.99,1471,4.1,https://www.laithwaites.co.uk/product/Split-Rock-Sauvignon-Blanc-2022/0033122
Excelsior Heritage Reserve Viognier 2022,0,14.0,2022,750.0,South Africa,White Wine,12.99,11,4.8,https://www.laithwaites.co.uk/product/Excelsior-Heritage-Reserve-Viognier-2022/4141222
Lime Leaf Verdejo 2021,0,12.5,2021,750.0,Spain,White Wine,10.99,636,3.6,https://www.laithwaites.co.uk/product/Lime-Leaf-Verdejo-2021/0611221
Le Fief du Temple Colombard Chenin 2021,0,11.0,2021,750.0,France,White Wine,11.49,134,4.0,https://www.laithwaites.co.uk/product/Le-Fief-du-Temple-Colombard-Chenin-2021/3826521
Lobo e Falcão Branco 2020,0,12.5,2020,750.0,Portugal,White Wine,11.99,225,4.1,https://www.laithwaites.co.uk/product/Lobo-e-Falc%C3%A3o-Branco-2020/2235520
Mussel Pot Reserve Sauvignon Blanc 2021,0,12.5,2021,750.0,New Zealand,White Wine,18.99,172,4.5,https://www.laithwaites.co.uk/product/Mussel-Pot-Reserve-Sauvignon-Blanc-2021/3746921
Berton All Out Pinot Grigio 2021,0,12.0,2021,750.0,Australia,White Wine,10.99,61,4.0,https://www.laithwaites.co.uk/product/Berton-All-Out-Pinot-Grigio-2021/0883521
Il Poeta Chardonnay 2021,0,13.0,2021,750.0,Italy,White Wine,12.99,3,4.3,https://www.laithwaites.co.uk/product/Il-Poeta-Chardonnay-2021/4206221
Blazing Star Chardonnay 2019,0,13.5,2019,750.0,USA,White Wine,12.99,3,3.7,https://www.laithwaites.co.uk/product/Blazing-Star-Chardonnay-2019/4220119
Pedra do Cribo Albariño 2018,0,13.0,2018,750.0,Spain,White Wine,17.49,36,4.0,https://www.laithwaites.co.uk/product/Pedra-do-Cribo-Albari%C3%B1o-2018/2228518
La Folie de Pierre Sauvignon Blanc 2021,0,11.5,2021,750.0,France,White Wine,11.99,247,4.1,https://www.laithwaites.co.uk/product/La-Folie-de-Pierre-Sauvignon-Blanc-2021/1655621
Fire & Foal Sauvignon Blanc 2022,0,12.5,2022,750.0,South Africa,White Wine,9.99,71,3.9,https://www.laithwaites.co.uk/product/Fire-&-Foal-Sauvignon-Blanc-2022/4111222
Ken Forrester Stagmanskop Chenin Blanc 2021,0,13.5,2021,750.0,South Africa,White Wine,14.99,1,4.0,https://www.laithwaites.co.uk/product/Ken-Forrester-Stagmanskop-Chenin-Blanc-2021/4228021
Stones & Bones Sauvignon Blanc 2021,0,12.5,2021,750.0,Portugal,White Wine,10.99,72,3.9,https://www.laithwaites.co.uk/product/Stones-&-Bones-Sauvignon-Blanc-2021/4137421
Château Vartely Dealu Nucului Viorica 2021,0,13.0,2021,750.0,Moldova,White Wine,9.99,106,3.9,https://www.laithwaites.co.uk/product/Ch%C3%A2teau-Vartely-Dealu-Nucului-Viorica-2021/4078121
St Sebastian Bay Sauvignon Blanc 2021,0,12.5,2021,750.0,South Africa,White Wine,11.99,46,4.3,https://www.laithwaites.co.uk/product/St-Sebastian-Bay-Sauvignon-Blanc-2021/4133621
Le Grand Maré Touraine Sauvignon Blanc 2021,0,12.0,2021,750.0,France,White Wine,14.99,42,4.0,https://www.laithwaites.co.uk/product/Le-Grand-Mar%C3%A9-Touraine-Sauvignon-Blanc-2021/3757221
Les Heritiers Dubois Vouvray 2021,0,12.0,2021,750.0,France,White Wine,12.99,5,3.8,https://www.laithwaites.co.uk/product/Les-Heritiers-Dubois-Vouvray-2021/4245421
Pierre Brecht Riesling 2021,0,12.5,2021,750.0,France,White Wine,14.49,55,4.0,https://www.laithwaites.co.uk/product/Pierre-Brecht-Riesling-2021/2098521
Domaine Michel Thomas Sancerre 2021,0,12.5,2021,750.0,France,White Wine,19.99,9,4.3,https://www.laithwaites.co.uk/product/Domaine-Michel-Thomas-Sancerre-2021/0458021
Castel del Lago Bianco 2021,0,12.0,2021,750.0,Italy,White Wine,11.99,196,4.0,https://www.laithwaites.co.uk/product/Castel-del-Lago-Bianco-2021/3590521
Pierre Brecht Cuvée Cinq 2021,0,12.5,2021,750.0,France,White Wine,,47,4.3,https://www.laithwaites.co.uk/product/Pierre-Brecht-Cuv%C3%A9e-Cinq-2021/3807321
Duck 'n' Pheasant Reserve Sauvignon Blanc 2021,0,12.5,2021,750.0,New Zealand,White Wine,17.99,123,4.3,https://www.laithwaites.co.uk/product/Duck-'n'-Pheasant-Reserve-Sauvignon-Blanc-2021/3979221
Chapoutier Vignes de Bila-Haut Blanc 2020,0,13.5,2020,750.0,France,White Wine,14.99,1,5.0,https://www.laithwaites.co.uk/product/Chapoutier-Vignes-de-Bila-Haut-Blanc-2020/3606120
Dog Point Organic Sauvignon Blanc 2021,0,13.5,2021,750.0,New Zealand,White Wine,19.99,4,4.5,https://www.laithwaites.co.uk/product/Dog-Point-Organic-Sauvignon-Blanc-2021/2524121
Black Stump Sauvignon Blanc 2021,0,11.5,2021,750.0,Australia,White Wine,10.99,46,3.8,https://www.laithwaites.co.uk/product/Black-Stump-Sauvignon-Blanc-2021/4141921
