name,abv,year,size (cL),country,wine_type,price,num_review,rating,url
Trabajemos Organic Tempranillo 2020,13.5,2020,75.0,Spain,Red,14.99,789,4.2,https://www.virginwines.co.uk/wine/Z38679102131/Trabajemos-Organic-Tempranillo
Trabajemos Organic Mezcla Tinta 2020,13.5,2020,75.0,Spain,Red,12.99,322,4.0,https://www.virginwines.co.uk/wine/Z39074102131/Trabajemos-Organic-Mezcla-Tinta
Domaine de L'Ermitage Menetou Salon Blanc 2020,14.0,2020,75.0,France,White,16.99,28,4.1,https://www.virginwines.co.uk/wine/Z38765101434/Domaine-de-LErmitage-Menetou-Salon-Blanc
Les Arbousiers Reserve Pinot Noir Rose Magnum 2018,13.0,2018,150.0,France,Rosé,24.99,38,4.2,https://www.virginwines.co.uk/wine/Z39064100020/Les-Arbousiers-Reserve-Pinot-Noir-Rose-Magnum
Vigne Sannite Greco 2020,12.0,2020,75.0,Italy,White,11.99,34,4.1,https://www.virginwines.co.uk/wine/Z39050102873/Vigne-Sannite-Greco
Cuvee de L'Aubade Cotes de Provence 2021,13.0,2021,75.0,France,Rosé,13.99,289,4.5,https://www.virginwines.co.uk/wine/Z39100102951/Cuvee-de-LAubade-Cotes-de-Provence
Florel Reserve Malbec 2021,14.0,2021,75.0,Argentina,Red,11.99,1249,4.2,https://www.virginwines.co.uk/wine/Z39042101414/Florel-Reserve-Malbec
Lof Cabernet Sauvignon 2018,13.0,2018,75.0,Chile,Red,17.99,20,4.4,https://www.virginwines.co.uk/wine/Z37310102597/Lof-Cabernet-Sauvignon
Altolandon Mil Historias Organic Syrah 2019,14.0,2019,75.0,Spain,Red,13.99,25,4.0,https://www.virginwines.co.uk/wine/Z39078101434/Altolandon-Mil-Historias-Organic-Syrah
Bodegas Amaren Rioja Reserva 2010,14.5,2010,75.0,Spain,Red,35.99,23,4.7,https://www.virginwines.co.uk/wine/Z38434101434/Bodegas-Amaren-Rioja-Reserva
De Martino Niebla Chardonnay 2020,13.0,2020,75.0,Chile,White,13.99,86,3.9,https://www.virginwines.co.uk/wine/Z38972100741/De-Martino-Niebla-Chardonnay
Perez Cruz Syrah Reserva Limited Edition 2019,14.5,2019,75.0,Chile,Red,17.99,141,4.4,https://www.virginwines.co.uk/wine/Z34523100826/Perez-Cruz-Syrah-Reserva-Limited-Edition
Perez Cruz Liguai 2018,14.5,2018,75.0,Chile,Red,28.99,101,4.7,https://www.virginwines.co.uk/wine/Z34524100826/Perez-Cruz-Liguai
Veuve Clicquot Ponsardin Vintage Brut 2012,12.0,2012,75.0,France,Sparkling,63.99,10,5.0,https://www.virginwines.co.uk/wine/Z36216101524/Veuve-Clicquot-Ponsardin-Vintage-Brut
Finca Los Principes Rioja Reserva 2016,13.5,2016,75.0,Spain,Red,15.99,185,4.3,https://www.virginwines.co.uk/wine/Z38446101945/Finca-Los-Principes-Rioja-Reserva-Z38446101945
Le Zeitgeist Malbec 2021,13.0,2021,75.0,France,Red,9.99,197,4.0,https://www.virginwines.co.uk/wine/Z38985101414/Le-Zeitgeist-Malbec
El Cabanero Garnacha Rosado Magnum 2018,11.5,2018,150.0,Spain,Rosé,19.99,75,4.1,https://www.virginwines.co.uk/wine/Z39003101414/El-Cabanero-Garnacha-Rosado-Magnum
Casal Sobreiro Tinto NV,13.0,NV,75.0,Portugal,Red,9.99,734,4.0,https://www.virginwines.co.uk/wine/Z38990102951/Casal-Sobreiro-Tinto
Bastions V Merlot 2021,14.0,2021,75.0,South Africa,Red,11.99,233,4.0,https://www.virginwines.co.uk/wine/Z38771100009/Bastions-V-Merlot
L'Emigre Blanc 2020,13.0,2020,75.0,France,White,15.99,403,4.0,https://www.virginwines.co.uk/wine/Z37283100783/LEmigre-Blanc
Champagne Gaston Declos Brut NV,12.0,NV,75.0,France,Sparkling,32.99,456,4.3,https://www.virginwines.co.uk/wine/Z38950102166/Champagne-Gaston-Declos-Brut
Astro Costera Cabernet Sauvignon 2021,13.0,2021,75.0,Chile,Red,10.99,439,4.1,https://www.virginwines.co.uk/wine/Z38891101414/Astro-Costera-Cabernet-Sauvignon
Black Flag Winemakers McLaren Vale Durif Blend 2016,14.5,2016,75.0,Australia,Red,16.99,81,4.3,https://www.virginwines.co.uk/wine/Z38483102291/Black-Flag-Winemakers-McLaren-Vale-Durif-Blend
Clos du Gaimont Vouvray Sec 2020,14.0,2020,75.0,France,White,14.99,167,4.1,https://www.virginwines.co.uk/wine/Z33735100020/Clos-du-Gaimont-Vouvray-Sec
The Intrepid Bear 'Brown Bear' Reserve Pinot Noir 2020,13.5,2020,75.0,USA,Red,11.99,2716,3.9,https://www.virginwines.co.uk/wine/Z36573101414/The-Intrepid-Bear-Brown-Bear-Reserve-Pinot-Noir
The Black Pig The Prize Chardonnay 2021,13.0,2021,75.0,Australia,White,19.99,1209,4.4,https://www.virginwines.co.uk/wine/Z38681102291/The-Black-Pig-The-Prize-Chardonnay
De Martino Single Vineyard Las Cruces 2018,13.5,2018,75.0,Chile,Red,29.99,19,4.4,https://www.virginwines.co.uk/wine/Z35872100741/De-Martino-Single-Vineyard-Las-Cruces
Thistledown Thorny Devil Barossa Valley Old Vine Grenache 2020,14.5,2020,75.0,Australia,Red,16.99,29,4.5,https://www.virginwines.co.uk/wine/Z38703101434/Thistledown-Thorny-Devil-Barossa-Valley-Old-Vine-Grenache
Thistledown Suilven Adelaide Hills Chardonnay 2018,12.5,2018,75.0,Australia,White,41.99,2,4.0,https://www.virginwines.co.uk/wine/Z38704101434/Thistledown-Suilven-Adelaide-Hills-Chardonnay
Monos Locos Cabernet Sauvignon 2021,13.0,2021,75.0,Chile,Red,9.99,491,4.0,https://www.virginwines.co.uk/wine/Z38350101414/Monos-Locos-Cabernet-Sauvignon-Z38350101414
Uggiano Lucere Chianti DOCG 2020,13.0,2020,75.0,Italy,Red,11.99,249,3.9,https://www.virginwines.co.uk/wine/Z38830100029/Uggiano-Lucere-Chianti-DOCG
Cederberg Sauvignon Blanc 2020,13.0,2020,75.0,South Africa,White,14.99,72,4.2,https://www.virginwines.co.uk/wine/Z36884102131/Cederberg-Sauvignon-Blanc
Capcanes Cabrida Garnacha 2016,15.0,2016,75.0,Spain,Red,32.99,6,3.5,https://www.virginwines.co.uk/wine/Z38230101434/Capcanes-Cabrida-Garnacha
Finca Los Principes La Canada Rioja 2019,13.5,2019,75.0,Spain,Red,10.99,502,4.1,https://www.virginwines.co.uk/wine/Z38444101945/Finca-Los-Principes-La-Canada-Rioja-Z38444101945
Johner Gladstone Sauvignon Blanc 2020,13.0,2020,75.0,New Zealand,White,19.99,35,4.4,https://www.virginwines.co.uk/wine/Z38276102638/Johner-Gladstone-Sauvignon-Blanc
Cirque de Navacelles Reserve d'Heric 2020,14.0,2020,75.0,France,Red,9.99,960,4.0,https://www.virginwines.co.uk/wine/Z36559101061/Cirque-de-Navacelles-Reserve-dHeric
5OS Project McLaren Vale Grenache 2018,14.0,2018,75.0,Australia,Red,15.99,27,4.6,https://www.virginwines.co.uk/wine/Z38757102291/5OS-Project-McLaren-Vale-Grenache
Du Clos Rocher de Vierge Vieilles Vignes 2019,14.0,2019,75.0,France,Red,13.99,330,3.8,https://www.virginwines.co.uk/wine/Z34979101061/Du-Clos-Rocher-de-Vierge-Vieilles-Vignes
Champagne Vilmart Grand Cellier d'Or 2015,12.5,2015,75.0,France,Sparkling,59.99,4,4.5,https://www.virginwines.co.uk/wine/Z38801100834/Champagne-Vilmart-Grand-Cellier-dOr
Magnifica Coteaux du Languedoc 2020,14.0,2020,75.0,France,Red,12.99,289,3.8,https://www.virginwines.co.uk/wine/Z35987101061/Magnifica-Coteaux-du-Languedoc
Riecine Chianti Classico 2018,14.0,2018,75.0,Italy,Red,22.99,21,3.9,https://www.virginwines.co.uk/wine/Z38842101434/Riecine-Chianti-Classico
Finca Los Principes El Rihuelo Rioja 2019,13.5,2019,75.0,Spain,Red,12.99,1394,4.2,https://www.virginwines.co.uk/wine/Z38443101945/Finca-Los-Principes-El-Rihuelo-Rioja-Z38443101945
Les Arbousiers Syrah Grenache 2020,13.5,2020,75.0,France,Red,9.99,435,4.1,https://www.virginwines.co.uk/wine/Z38685101414/Les-Arbousiers-Syrah-Grenache
5OS Project Sagrantino 2017,14.0,2017,75.0,Australia,Red,13.99,9,3.9,https://www.virginwines.co.uk/wine/Z38490102291/5OS-Project-Sagrantino
Belmonte Marlborough Albarino 2020,13.0,2020,75.0,New Zealand,White,15.99,44,4.3,https://www.virginwines.co.uk/wine/Z38662100586/Belmonte-Marlborough-Albarino
Mountain View Marlborough Rose 2020,9.5,2020,75.0,New Zealand,Rosé,13.99,90,4.2,https://www.virginwines.co.uk/wine/Z38661100586/Mountain-View-Marlborough-Rose
Domaine de la Berthete Clement V Cotes du Rhone 2020,14.5,2020,75.0,France,Red,13.99,192,4.1,https://www.virginwines.co.uk/wine/Z38739101434/Domaine-de-la-Berthete-Clement-V-Cotes-du-Rhone
Thistledown Vagabond McLaren Vale Old Vine Grenache 2019,14.5,2019,75.0,Australia,Red,19.99,4,2.8,https://www.virginwines.co.uk/wine/Z38705101434/Thistledown-Vagabond-McLaren-Vale-Old-Vine-Grenache
Finca Manzanos Rioja Rosado 2020,13.0,2020,75.0,Spain,Rosé,11.99,171,4.0,https://www.virginwines.co.uk/wine/Z38736101434/Finca-Manzanos-Rioja-Rosado
Domaine la Cabotte Cotes du Rhone Villages Massif d'Uchaux 2019,14.0,2019,75.0,France,Red,13.99,12,3.5,https://www.virginwines.co.uk/wine/Z38791101935/Domaine-la-Cabotte-Cotes-du-Rhone-Villages-Massif-dUchaux-Biodynamic
De Martino Lote 25 Maipo Valley Cabernet Sauvignon 2019,13.5,2019,75.0,Chile,Red,10.99,81,4.1,https://www.virginwines.co.uk/wine/Z38553100741/De-Martino-Lote-25-Maipo-Valley-Cabernet-Sauvignon
De Martino Lote 96 Maipo Valley Carmenere 2019,13.5,2019,75.0,Chile,Red,10.99,109,4.1,https://www.virginwines.co.uk/wine/Z38554100741/De-Martino-Lote-96-Maipo-Valley-Carmenere
De Martino Lote 02 Limari Valley Pinot Noir 2020,13.5,2020,75.0,Chile,Red,10.99,106,3.9,https://www.virginwines.co.uk/wine/Z38555100741/De-Martino-Lote-02-Limari-Valley-Pinot-Noir
De Martino Single Vineyard La Cancha 2016,13.0,2016,75.0,Chile,Red,24.99,5,4.6,https://www.virginwines.co.uk/wine/Z38558100741/De-Martino-Single-Vineyard-La-Cancha
Reino de Altuzarra Navarra Crianza 2018,13.5,2018,75.0,Spain,Red,11.99,332,4.1,https://www.virginwines.co.uk/wine/Z38636101434/Reino-de-Altuzarra-Navarra-Crianza
De Martino Lote 03 Limari Valley Chardonnay 2018,13.5,2018,75.0,Chile,White,10.99,84,3.8,https://www.virginwines.co.uk/wine/Z38552100741/De-Martino-Lote-03-Limari-Valley-Chardonnay
De Martino Viejas Tinajas Cinsault 2018,12.5,2018,75.0,Chile,Red,15.99,16,3.2,https://www.virginwines.co.uk/wine/Z37225100741/De-Martino-Viejas-Tinajas-Cinsault
Trimbach Pinot Noir Reserve 2020,14.0,2020,75.0,France,Red,18.99,43,4.3,https://www.virginwines.co.uk/wine/Z38572102951/Trimbach-Pinot-Noir-Reserve
Kuehn Alsace Muscat 2019,12.5,2019,75.0,France,White,13.99,57,4.1,https://www.virginwines.co.uk/wine/Z38614102741/Kuehn-Alsace-Muscat
Trimbach Riesling 2018,13.0,2018,75.0,France,White,16.99,57,4.1,https://www.virginwines.co.uk/wine/Z38571102951/Trimbach-Riesling
Brio Montepulciano d'Abruzzo 2021,12.5,2021,75.0,Italy,Red,10.99,1703,3.8,https://www.virginwines.co.uk/wine/Z38618102988/Brio-Montepulciano-dAbruzzo
Senorio de Algas Gran Reserva 2015,13.5,2015,75.0,Spain,Red,11.99,1516,4.0,https://www.virginwines.co.uk/wine/Z38532102647/Senorio-de-Algas-Gran-Reserva
Torre Aguila Gran Reserva 2015,13.5,2015,75.0,Spain,Red,12.99,2821,3.9,https://www.virginwines.co.uk/wine/Z38533102647/Torre-Aguila-Gran-Reserva
Kirriemuir Semillon Chardonnay 2021,12.0,2021,75.0,Australia,White,10.99,966,3.9,https://www.virginwines.co.uk/wine/Z38519102291/Kirriemuir-Semillon-Chardonnay
Pieropan La Rocca Soave Classico 2019,13.0,2019,75.0,Italy,White,33.99,5,3.8,https://www.virginwines.co.uk/wine/Z38730100089/Pieropan-La-Rocca-Soave-Classico
Pablo Claro Garnacha 2020,13.5,2020,75.0,Spain,Red,10.99,91,3.9,https://www.virginwines.co.uk/wine/Z38583102131/Pablo-Claro-Garnacha
Perez Cruz Limited Edition Carmenere 2019,14.0,2019,75.0,Chile,Red,17.99,230,4.5,https://www.virginwines.co.uk/wine/Z36302100826/Perez-Cruz-Limited-Edition-Carmenere
Le Fils Prodigue Carmenere Cabernet Sauvignon Graves AOC 2016,13.5,2016,75.0,France,Red,29.99,13,4.6,https://www.virginwines.co.uk/wine/Z38518100783/Le-Fils-Prodigue-Carmenere-Cabernet-Sauvignon-Graves-AOC
Just the Juice Dry Riesling 2020,13.5,2020,75.0,Germany,White,13.99,247,4.1,https://www.virginwines.co.uk/wine/Z38632102989/Just-the-Juice-Dry-Riesling
Marchesi di Gresy Martinenga Barbaresco DOCG 2016,14.5,2016,75.0,Italy,Red,59.99,5,3.0,https://www.virginwines.co.uk/wine/Z38615100020/Marchesi-di-Gresy-Martinenga-Barbaresco-DOCG
Corvezzo Prosecco DOC Treviso Organic Extra Dry NV,11.5,NV,75.0,Italy,Sparkling,14.99,207,4.4,https://www.virginwines.co.uk/wine/Z38585102155/Corvezzo-Prosecco-DOC-Treviso-Organic-Extra-Dry
Domaine Michel Girard Sancerre Rouge 2020,13.5,2020,75.0,France,Red,19.99,105,4.2,https://www.virginwines.co.uk/wine/Z33737100020/Domaine-Michel-Girard-Sancerre-Rouge
Ca' de Monaci Lambrusco Salamino DOC NV,8.0,NV,75.0,Italy,Sparkling,9.99,62,4.1,https://www.virginwines.co.uk/wine/Z38617102461/Ca-de-Monaci-Lambrusco-salamino-DOC
Pizo Crianza 2018,13.5,2018,75.0,Spain,Red,11.99,1099,4.1,https://www.virginwines.co.uk/wine/Z38400102647/Pizo-Crianza
Aguila Chillando Garnacha Tempranillo 2020,14.0,2020,75.0,Spain,Red,9.99,1698,4.0,https://www.virginwines.co.uk/wine/Z38416102647/Aguila-Chillando-Garnacha-Tempranillo
Brio Soave DOC 2020,11.5,2020,75.0,Italy,White,9.99,1368,3.9,https://www.virginwines.co.uk/wine/Z38403102951/Brio-Soave-DOC
Pizo Gran Reserva 2015,13.5,2015,75.0,Spain,Red,13.99,1722,4.2,https://www.virginwines.co.uk/wine/Z38506102647/Pizo-Gran-Reserva
Reino de Altuzarra Navarra Reserva 2013,13.5,2013,75.0,Spain,Red,14.99,555,4.1,https://www.virginwines.co.uk/wine/Z37471101434/Reino-de-Altuzarra-Navarra-Reserva
Bastions V Sauvignon Blanc 2021,13.0,2021,75.0,South Africa,White,10.99,827,4.1,https://www.virginwines.co.uk/wine/Z37421100009/Bastions-V-Sauvignon-Blanc
Bastions V Semillon 2021,13.0,2021,75.0,South Africa,White,10.99,696,4.1,https://www.virginwines.co.uk/wine/Z38404100009/Bastions-V-Semillon
Juan de Juanes Garnacha Tempranillo Syrah 2020,13.5,2020,75.0,Spain,Red,9.99,1001,4.0,https://www.virginwines.co.uk/wine/Z38408101060/Juan-de-Juanes-Garnacha-Tempranillo-Syrah
Aguila Chillando Garnacha 2020,14.5,2020,75.0,Spain,Red,9.99,1114,4.0,https://www.virginwines.co.uk/wine/Z38415102647/Aguila-Chillando-Garnacha
Finca Los Principes Rioja Crianza 2018,13.5,2018,75.0,Spain,Red,12.99,101,4.1,https://www.virginwines.co.uk/wine/Z38445101945/Finca-Los-Principes-Rioja-Crianza-Z38445101945
Billy Bosch Western Cape Reserve Shiraz 2021,14.5,2021,75.0,South Africa,Red,10.99,2402,4.3,https://www.virginwines.co.uk/wine/Z36265100009/Billy-Bosch-Western-Cape-Reserve-Shiraz
Billy Bosch Reserve Sauvignon Blanc 2021,13.0,2021,75.0,South Africa,White,10.99,1729,4.2,https://www.virginwines.co.uk/wine/Z36243100009/Billy-Bosch-Reserve-Sauvignon-Blanc
Tenuta Olim Bauda Barbera d'Asti Superiore DOC Nizza 2016,15.0,2016,75.0,Italy,Red,32.99,56,4.5,https://www.virginwines.co.uk/wine/Z36912101434/Tenuta-Olim-Bauda-Barbera-dAsti-Superiore-DOC-Nizza
Tenuta Olim Bauda Gavi di Gavi 2020,13.5,2020,75.0,Italy,White,17.99,133,4.3,https://www.virginwines.co.uk/wine/Z37068101434/Tenuta-Olim-Bauda-Gavi-di-Gavi
Albacore Longfin Shiraz 2019,14.5,2019,75.0,Australia,Red,19.99,2258,4.5,https://www.virginwines.co.uk/wine/Z36831102291/Albacore-Longfin-Shiraz
Champagne Ayala Brut Majeur NV,12.0,NV,75.0,France,Sparkling,31.99,2,4.5,https://www.virginwines.co.uk/wine/Z38508100003/Champagne-Ayala-Brut-Majeur-Z38508100003
Legado del Fraile Albarino 2020,13.0,2020,75.0,Spain,White,15.99,131,4.2,https://www.virginwines.co.uk/wine/Z38435101434/Legado-del-Fraile-Albarino
Chateau Lauzanet Bordeaux Rouge 2019,14.5,2019,75.0,France,Red,13.99,170,4.1,https://www.virginwines.co.uk/wine/Z38448100780/Chateau-Lauzanet-Bordeaux-Rouge
Bodegas Amaren Angeles de Amaren Rioja 2015,14.5,2015,75.0,Spain,Red,23.99,53,4.4,https://www.virginwines.co.uk/wine/Z38433101434/Bodegas-Amaren-Angeles-de-Amaren-Rioja
Bodegas Amaren Rioja Blanco 2018,14.5,2018,75.0,Spain,White,18.99,15,4.0,https://www.virginwines.co.uk/wine/Z38432101434/Bodegas-Amaren-Rioja-Blanco
Cascina Adelaide Barolo DOCG Baudana 2017,14.5,2017,75.0,Italy,Red,54.99,6,4.5,https://www.virginwines.co.uk/wine/Z38442101434/Cascina-Adelaide-Barolo-DOCG-Baudana
Nu Allonge Cava Brut NV,11.5,NV,75.0,Spain,Sparkling,12.99,188,4.2,https://www.virginwines.co.uk/wine/Z38345101434/Nu-Allonge-Cava-Brut
Billy Bosch Bush Vine Chenin Blanc 2021,12.5,2021,75.0,South Africa,White,9.99,940,4.2,https://www.virginwines.co.uk/wine/Z38219100009/Billy-Bosch-Bush-Vine-Chenin-Blanc
Domaine Billaud-Simon Chablis 2019,13.0,2019,75.0,France,White,26.99,25,4.2,https://www.virginwines.co.uk/wine/Z38368102131/Domaine-Billaud-Simon-Chablis
Walnut Block Marlborough Pinot Noir 2019,13.5,2019,75.0,New Zealand,Red,22.0,40,4.3,https://www.virginwines.co.uk/wine/Z38163102872/Walnut-Block-Marlborough-Pinot-Noir-Z38163102872
Walnut Block Marlborough Sauvignon Blanc 2020,13.0,2020,75.0,New Zealand,White,14.99,263,4.3,https://www.virginwines.co.uk/wine/Z38162102872/Walnut-Block-Marlborough-Sauvignon-Blanc-Z38162102872
Kurt Angerer Donatus Riesling 2017,13.5,2017,75.0,Austria,White,19.99,10,3.8,https://www.virginwines.co.uk/wine/Z38260102920/Kurt-Angerer-Donatus-Riesling
Heranca Late bottled Vintage Port 2016,20.0,2016,75.0,Portugal,Fortified,19.99,140,4.4,https://www.virginwines.co.uk/wine/Z38200100003/Heranca-Late-bottled-Vintage-Port
Cascina Adelaide Langhe DOC Nebbiolo 2019,13.0,2019,75.0,Italy,Red,19.99,31,3.8,https://www.virginwines.co.uk/wine/Z38233101434/Cascina-Adelaide-Langhe-DOC-Nebbiolo
Vigne Sannite Falanghina 2020,12.5,2020,75.0,Italy,White,11.99,167,4.0,https://www.virginwines.co.uk/wine/Z38188102873/Vigne-Sannite-Falanghina
Capcanes Kosher Peraj Petita 2021,14.5,2021,75.0,Spain,Red,16.99,29,4.2,https://www.virginwines.co.uk/wine/Z35974101119/Capcanes-Kosher-Peraj-Petita
Chateau Connetable Talbot Saint-Julien 2017,13.5,2017,75.0,France,Red,35.0,16,4.5,https://www.virginwines.co.uk/wine/Z38209100780/Chateau-Connetable-Talbot-Saint-Julien
Chateau Dame de Montrose Saint-Estephe 2017,13.5,2017,75.0,France,Red,50.0,4,4.0,https://www.virginwines.co.uk/wine/Z38208100780/Chateau-Dame-de-Montrose-Saint-Estephe
Domaine Auvigue Pouilly Fuisse Solture 2020,13.5,2020,75.0,France,White,24.99,49,4.2,https://www.virginwines.co.uk/wine/Z38206102128/Domaine-Auvigue-Pouilly-Fuisse-Solture
La Novena Garnacha 2021,14.5,2021,75.0,Spain,Red,9.99,1789,4.0,https://www.virginwines.co.uk/wine/Z38045102647/La-Novena-Garnacha
Heinrichshof Sonnenuhr Trocken Riesling Mosel 2020,12.5,2020,75.0,Germany,White,16.99,31,4.4,https://www.virginwines.co.uk/wine/Z38147102619/Heinrichshof-Sonnenuhr-Trocken-Riesling-Mosel
5OS Project Samurai Pig Shiraz 2019,14.5,2019,75.0,Australia,Red,19.99,370,4.6,https://www.virginwines.co.uk/wine/Z37342102291/5OS-Project-Samurai-Pig-Shiraz
Perez Cruz Cot Limited Edition 2019,14.0,2019,75.0,Chile,Red,16.99,260,4.4,https://www.virginwines.co.uk/wine/Z34522100826/Perez-Cruz-Cot-Limited-Edition
Champagne Veuve Clicquot Brut Rose NV,12.0,NV,75.0,France,Sparkling,54.99,12,4.8,https://www.virginwines.co.uk/wine/Z36215101524/Champagne-Veuve-Clicquot-Brut-Rose
Bizios Nemea Agiortiko 2016,14.0,2016,75.0,Greece,Red,27.99,28,4.5,https://www.virginwines.co.uk/wine/Z38031101434/Bizios-Nemea-Agiorgitiko
Domeco de Jarauta Black Label Rioja 2014,14.0,2014,75.0,Spain,Red,34.99,81,4.7,https://www.virginwines.co.uk/wine/Z37428101434/Domeco-de-Jarauta-Black-Label-Rioja-Z37428101434
De Martino Niebla Casablanca Sauvignon Blanc 2020,13.0,2020,75.0,Chile,White,13.99,260,3.9,https://www.virginwines.co.uk/wine/Z37695100741/De-Martino-Niebla-Casablanca-Sauvignon-Blanc
Les Trois Cles Reserve 2020,13.0,2020,75.0,France,Red,11.99,847,4.1,https://www.virginwines.co.uk/wine/Z36262101061/Les-Trois-Cles-Reserve
Champagne Louis Roederer Cristal 2014,12.0,2014,75.0,France,Sparkling,255.0,41,4.3,https://www.virginwines.co.uk/wine/Z34611100121/Champagne-Louis-Roederer-Cristal-Z34611100121
Beneficio Cellar Reserve Shiraz 2021,14.0,2021,75.0,Australia,Red,12.99,3495,4.5,https://www.virginwines.co.uk/wine/Z36749102291/Beneficio-Cellar-Reserve-Shiraz
Cascina Adelaide Barolo DOCG Cannubi 2016,14.5,2016,75.0,Italy,Red,59.99,11,4.3,https://www.virginwines.co.uk/wine/Z37215101434/Cascina-Adelaide-Barolo-DOCG-Cannubi
Chateau Gravas Sauternes 2016,13.5,2016,37.5,France,Dessert,13.99,71,4.3,https://www.virginwines.co.uk/wine/Z37071102435/Chateau-Gravas-Sauternes
Chateau du Seuil Graves Rouge 2017,13.0,2017,75.0,France,Red,15.99,249,3.9,https://www.virginwines.co.uk/wine/Z34560100783/Chateau-du-Seuil-Graves-Rouge
Domaine de Grange Neuve Monbazillac 2018,12.5,2018,50.0,France,Dessert,12.99,83,4.4,https://www.virginwines.co.uk/wine/Z35194100020/Domaine-de-Grange-Neuve-Monbazillac
Dragon Hills Syrah 2020,13.5,2020,75.0,Romania,Red,9.99,3443,3.9,https://www.virginwines.co.uk/wine/Z36456101434/Dragon-Hills-Syrah
Champagne Moet & Chandon Brut Rose NV,12.5,NV,75.0,France,Sparkling,49.99,34,4.7,https://www.virginwines.co.uk/wine/Z35094101524/Champagne-Moet-and-Chandon-Brut-Rose
Thomas Losen Edition Riesling On Slate 2020,11.0,2020,75.0,Germany,White,12.99,246,4.2,https://www.virginwines.co.uk/wine/Z35901101465/Thomas-Losen-Edition-Riesling-On-Slate
Mount Horrocks Cordon Cut Riesling 2019,11.5,2019,37.5,Australia,Dessert,19.99,19,4.3,https://www.virginwines.co.uk/wine/Z32915100089/Mount-Horrocks-Cordon-Cut-Riesling
Fernando de Castilla Antique Pedro Ximenez NV,15.0,NV,50.0,Spain,Sherry,34.99,20,4.6,https://www.virginwines.co.uk/wine/Z37206100029/Fernando-de-Castilla-Antique-Pedro-Ximenez
Grand Livre Reserve 2020,14.0,2020,75.0,France,Red,12.99,515,3.9,https://www.virginwines.co.uk/wine/Z37166101061/Grand-Livre-Reserve
Kuehn Cremant d'Alsace Brut Cuvee Prestige NV,11.5,NV,75.0,France,Sparkling,13.99,242,4.4,https://www.virginwines.co.uk/wine/Z37582102741/Kuehn-Cremant-dAlsace-Brut-Cuvee-Prestige
Les Arbousiers Coteaux du Languedoc 2020,13.5,2020,75.0,France,Red,11.99,1145,4.0,https://www.virginwines.co.uk/wine/Z34401101061/Les-Arbousiers-Coteaux-du-Languedoc
Heritage du Seuil 2015,13.5,2015,75.0,France,Red,32.99,21,4.3,https://www.virginwines.co.uk/wine/Z36030100783/Heritage-du-Seuil
Les Arbousiers Reserve Sauvignon Blanc 2021,12.0,2021,75.0,France,White,10.99,2285,4.1,https://www.virginwines.co.uk/wine/Z37469101947/Les-Arbousiers-Reserve-Sauvignon-Blanc
Elisa Gavi 2020,12.5,2020,75.0,Italy,White,12.99,672,4.1,https://www.virginwines.co.uk/wine/Z35789100029/Elisa-Gavi
Woolundry Road Sparkling South Australian Chardonnay Pinot Noir Brut NV,12.0,NV,75.0,Australia,Sparkling,14.99,380,4.3,https://www.virginwines.co.uk/wine/Z36796102291/Woolundry-Road-Sparkling-South-Australian-Chardonnay-Pinot-Noir-Brut-Z36796102291
Vina Ecoyen Reserva 2016,14.5,2016,75.0,Spain,Red,9.99,2712,3.9,https://www.virginwines.co.uk/wine/Z34851100029/Vina-Ecoyen-Reserva
Pizo Syrah 2020,14.0,2020,75.0,Spain,Red,9.99,2168,4.1,https://www.virginwines.co.uk/wine/Z37507102647/Pizo-Syrah
Tenuta Olim Bauda Barbera d'Asti DOCG La Villa 2020,14.5,2020,75.0,Italy,Red,14.99,143,4.2,https://www.virginwines.co.uk/wine/Z37067101434/Tenuta-Olim-Bauda-Barbera-dAsti-DOCG-La-Villa
Soaring Kite Adelaide Hills Shiraz 2016,14.5,2016,75.0,Australia,Red,13.99,180,4.0,https://www.virginwines.co.uk/wine/Z37451102291/Soaring-Kite-Adelaide-Hills-Shiraz
Musella Valpolicella Superiore Ripasso 2017,14.0,2017,75.0,Italy,Red,21.99,141,4.3,https://www.virginwines.co.uk/wine/Z36565102128/Musella-Valpolicella-Superiore-Ripasso
Cave de Turckheim Gewurztraminer Sables et Galets 2019,14.0,2019,75.0,France,White,15.99,168,4.2,https://www.virginwines.co.uk/wine/Z32392100020/Cave-de-Turckheim-Gewurztraminer-Sables-et-Galets
Chateau Moulin du Terrier Bordeaux Rouge 2018,14.0,2018,75.0,France,Red,12.99,276,4.1,https://www.virginwines.co.uk/wine/Z36923100780/Chateau-Moulin-du-Terrier-Bordeaux-Rouge
Clos des Cordeliers Saumur Champigny Cuvee Tradition 2018,13.0,2018,75.0,France,Red,13.99,55,4.2,https://www.virginwines.co.uk/wine/Z37299101935/Clos-des-Cordeliers-Saumur-Champigny-Cuvee-Tradition
Coyam 2019,14.0,2019,75.0,Chile,Red,21.99,225,4.6,https://www.virginwines.co.uk/wine/Z34092101172/Coyam
Cloudy Bay Pelorus NV,12.0,NV,75.0,New Zealand,Sparkling,26.99,165,4.2,https://www.virginwines.co.uk/wine/Z35097101524/Cloudy-Bay-Pelorus
16 Little Black Pigs Chardonnay 2021,12.5,2021,75.0,Australia,White,10.99,2086,4.3,https://www.virginwines.co.uk/wine/Z36800102291/16-Little-Black-Pigs-Chardonnay
