,name,country,wine_type,year,scaled_price,score,num_review,abv,age,size(cL),logprice
6327,Josep Grau Territori,Spain,red,2019.0,24.07,0.0,0,14.0,3.0,75.0,1.38147609027503
6328,Depaula Monastrell,Spain,red,2021.0,9.44,0.0,1,14.0,1.0,75.0,0.9749719942980689
6329,Tio Uco,Spain,red,2021.0,11.28,0.0,0,14.0,1.0,75.0,1.0523090996473234
6330,Pintia,Spain,red,2017.0,,4.9,9,15.0,5.0,75.0,
6331,Blau,Spain,red,2020.0,9.7,0.0,5,13.5,2.0,75.0,0.9867717342662449
6332,San Román,Spain,red,2019.0,26.43,0.0,4,14.5,3.0,75.0,1.4220971631317103
6333,Hacienda Monasterio,Spain,red,2020.0,36.64,0.0,5,15.0,2.0,75.0,1.5639554649958127
6334,Hacienda Monasterio,Spain,red,2020.0,36.64,0.0,5,15.0,2.0,75.0,1.5639554649958127
6335,Clos de la Roilette Fleurie,France,red,2020.0,16.19,0.0,0,13.0,2.0,75.0,1.2092468487533738
6336,Hacienda Lopez de Haro Reserva,Spain,red,2016.0,12.06,4.3,12,13.5,6.0,75.0,1.0813473078041325
6337,Campo Viejo Reserva,Spain,red,2017.0,10.77,4.7,7,13.5,5.0,75.0,1.0322157032979815
6338,Filipa Pato Nossa Calcário Tinto,Portugal,red,2018.0,34.36,0.0,1,13.0,4.0,75.0,1.5360531551592047
6339,Vega Sicilia Valbuena 5º Año ,Spain,red,2017.0,,5.0,6,14.0,5.0,75.0,
6340,Vega Sicilia Valbuena 5º Año ,Spain,red,2017.0,,5.0,6,14.0,5.0,75.0,
6341,Bruno Rochard Petit Clou,France,red,2020.0,13.74,0.0,0,12.5,2.0,75.0,1.1379867327235316
6342,Flor de Pingus,Spain,red,,215.45,0.0,2,15.0,,75.0,2.3333464984243864
6343,Flor de Pingus,Spain,red,,215.45,0.0,2,15.0,,75.0,2.3333464984243864
6344,Flor de Pingus,Spain,red,,215.45,0.0,2,15.0,,75.0,2.3333464984243864
6345,Faustino Crianza,Spain,red,2019.0,8.15,4.7,6,13.0,3.0,75.0,0.9111576087399766
6346,Andrew Will Sorella,United States,red,2017.0,110.28,0.0,0,14.5,5.0,75.0,2.042496757433736
6347,Flores de Callejo,Spain,red,2021.0,10.77,0.0,2,14.0,1.0,75.0,1.0322157032979815
6348,Niepoort Vertente,Portugal,red,2019.0,18.15,0.0,0,12.2,3.0,75.0,1.2588766293721312
6349,Valduero 6 Años Reserva Premium,Spain,red,2014.0,54.66,0.0,3,14.0,8.0,75.0,1.7376696273566419
6350,Macán,Spain,red,2017.0,64.35,0.0,1,14.5,5.0,75.0,1.8085485512404054
6351,Malpaso,Spain,red,2019.0,15.02,0.0,0,14.0,3.0,75.0,1.1766699326681496
6352,Castillo de Monjardín Crianza,Spain,red,2019.0,8.92,0.0,3,14.0,3.0,75.0,0.9503648543761231
6353,Castillo de Monjardín Crianza,Spain,red,2019.0,8.92,0.0,3,14.0,3.0,75.0,0.9503648543761231
6354,Les Sorts Sycar,Spain,red,2019.0,13.69,0.0,1,14.5,3.0,75.0,1.13640344813399
6355,Judith Beck Blaufränkisch,Austria,red,2019.0,,0.0,0,12.8,3.0,75.0,
6356,Domaine des Amiel À Peïssou,France,red,2016.0,,0.0,0,14.0,6.0,75.0,
6357,Sòtil,Spain,red,2020.0,31.53,0.0,0,13.5,2.0,75.0,1.4987239707479048
6358,Menade Nossa,Spain,red,2022.0,12.31,0.0,0,14.5,0.0,75.0,1.0902580529313164
6359,Lar de Paula Crianza,Spain,red,2017.0,10.64,0.0,0,13.5,5.0,75.0,1.0269416279590293
6360,Clos Figueras,Spain,red,2019.0,55.47,0.0,0,14.5,3.0,75.0,1.7440581658788354
6361,Clos Figueras,Spain,red,2019.0,55.47,0.0,0,14.5,3.0,75.0,1.7440581658788354
6362,Valduero 6 Años Reserva Premium,Spain,red,2014.0,54.66,0.0,3,14.0,8.0,75.0,1.7376696273566419
6363,Macán,Spain,red,2017.0,64.35,0.0,1,14.5,5.0,75.0,1.8085485512404054
6364,Villalar,Spain,red,2018.0,10.21,0.0,0,13.7,4.0,75.0,1.0090257420869102
6365,Eric Texier Saint-Julien en Saint-Alban,France,red,2018.0,,0.0,0,13.0,4.0,75.0,
6366,Valduero Una Cepa,Spain,red,2017.0,29.99,4.9,7,13.0,5.0,75.0,1.476976465759527
6367,La Maison Romane Côtes de Nuits Village,France,red,2019.0,39.49,0.0,0,12.5,3.0,75.0,1.5964871337365443
6368,Cune Imperial Reserva,Spain,red,2017.0,25.04,0.0,1,14.0,5.0,75.0,1.398634324538392
6369,César Márquez Parajes,Spain,red,2020.0,16.69,0.0,1,13.5,2.0,75.0,1.2224563366792467
6370,Trossos Vells,Spain,red,2019.0,19.56,0.0,0,14.0,3.0,75.0,1.2913688504515826
6371,Pagos de Galir Mencía,Spain,red,2019.0,10.81,0.0,1,13.5,3.0,75.0,1.0338256939533104
6372,E. Guigal Crôzes Hermitage Rouge,France,red,2019.0,23.81,0.0,0,13.0,3.0,75.0,1.3767593954048798
6373,I TANT Garnacha,Spain,red,2021.0,9.78,0.0,1,14.5,1.0,75.0,0.9903388547876014
6374,200 Monges Reserva,Spain,red,2012.0,37.84,0.0,2,13.5,10.0,75.0,1.577951127729755
6375,Abadal 3.9,Spain,red,2018.0,22.52,0.0,0,14.5,4.0,75.0,1.3525683861793085
6376,Macán,Spain,red,2017.0,64.35,0.0,1,14.5,5.0,75.0,1.8085485512404054
6377,Macán,Spain,red,2017.0,64.35,0.0,1,14.5,5.0,75.0,1.8085485512404054
6378,Gratallops,Spain,red,,110.77,0.0,2,14.5,,75.0,2.044422155711843
6379,Culmen Reserva,Spain,red,2017.0,40.37,0.0,4,14.5,5.0,75.0,1.6060587494103145
6380,Mauro Vendimia Seleccionada,Spain,red,2019.0,,0.0,2,14.5,3.0,75.0,
6381,Mauro Vendimia Seleccionada,Spain,red,2019.0,,0.0,2,14.5,3.0,75.0,
6382,Lucien Le Moine Morey-Saint-Denis 1er Cru Les Genavrières,France,red,2019.0,,0.0,0,12.5,3.0,75.0,
6383,Antoine Sanzay Saumur-Champigny Les Poyeux,France,red,2018.0,37.41,0.0,0,13.0,4.0,75.0,1.572987708198205
6384,Javier Revert Sensal,Spain,red,2020.0,,0.0,0,14.0,2.0,75.0,
6385,Guímaro Camiño Real,Spain,red,2020.0,17.16,0.0,3,13.5,2.0,75.0,1.2345172835126867
6386,Serras del Priorat,Spain,red,2021.0,20.29,0.0,2,15.0,1.0,75.0,1.307282047033346
6387,El Corralón,Spain,red,2021.0,,0.0,0,14.0,1.0,75.0,
6388,Antoine Sanzay La Haye Dampierre,France,red,2016.0,,0.0,0,12.5,6.0,75.0,
6389,Barahonda Organic Barrica,Spain,red,2019.0,10.77,0.0,1,13.5,3.0,75.0,1.0322157032979815
6390,Saint Etienne Les Albizzias,France,red,2021.0,10.85,0.0,0,14.5,1.0,75.0,1.0354297381845483
6391,Meandro do Vale Meão,Portugal,red,2019.0,,0.0,0,14.0,3.0,75.0,
6392,Domaine Fourrier Gevrey-Chambertin 1er Cru Clos St. Jacques Vieille Vigne,France,red,2018.0,,0.0,0,13.0,4.0,75.0,
6393,Aldo Viola Coccinella,Italy,red,2019.0,,0.0,0,13.5,3.0,75.0,
6394,Domaine Fourrier Gevrey-Chambertin Vieilles Vignes,France,red,2018.0,,0.0,0,13.0,4.0,75.0,
6395,Chamonard Morgon,France,red,2018.0,,0.0,0,12.5,4.0,75.0,
6396,Quinta do Vale Meão,Portugal,red,2019.0,,0.0,1,14.0,3.0,75.0,
6397,Serè,Spain,red,2019.0,,0.0,0,14.0,3.0,75.0,
6398,Purgatori,Spain,red,2019.0,29.3,0.0,0,14.5,3.0,75.0,1.4668676203541096
6399,Jean-Marie Fourrier Chambolle-Musigny 1er Cru Les Amoureuses,France,red,2018.0,,0.0,0,13.0,4.0,75.0,
6400,Jean-Marie Fourrier Bourgogne Rouge,France,red,2018.0,,0.0,0,13.0,4.0,75.0,
6401,Semele Crianza,Spain,red,2019.0,11.24,0.0,2,14.0,3.0,75.0,1.0507663112330423
6402,Sommos Premium,Spain,red,2016.0,31.66,0.0,0,14.5,6.0,75.0,1.500510910526337
6403,Maxime-François Laurent Il Fait Soif,France,red,2020.0,,0.0,0,13.5,2.0,75.0,
6404,Carmelo Rodero Crianza,Spain,red,2020.0,,0.0,2,14.0,2.0,75.0,
6405,Carmelo Rodero Crianza,Spain,red,2020.0,,0.0,2,14.0,2.0,75.0,
6406,Carmelo Rodero Crianza,Spain,red,2020.0,,0.0,2,14.0,2.0,75.0,
6407,Domaine De La Borde Côte De Feule Ploussard,France,red,2020.0,,0.0,0,12.0,2.0,75.0,
6408,Gratallops,Spain,red,,110.77,0.0,2,14.5,,75.0,2.044422155711843
6409,Flores de Callejo,Spain,red,2021.0,10.77,0.0,2,14.0,1.0,75.0,1.0322157032979815
6410,Cirerets,Spain,red,2019.0,36.77,0.0,1,15.0,3.0,75.0,1.5654936298688624
6411,L'Ermita,Spain,red,2019.0,1544.01,0.0,0,14.5,3.0,75.0,3.188650108778704
6412,L'Ermita,Spain,red,2019.0,1544.01,0.0,0,14.5,3.0,75.0,3.188650108778704
6413,Embruix de Vall-Llach,Spain,red,2021.0,20.72,0.0,0,15.0,1.0,75.0,1.3163897510731954
6414,Dits del Terra,Spain,red,2019.0,54.53,0.0,1,14.0,3.0,75.0,1.7366354976868212
6415,Resalte Expresión,Spain,red,2017.0,30.72,0.0,0,14.9,5.0,75.0,1.4874212113594745
6416,Ritme,Spain,red,2019.0,14.76,0.0,1,14.5,3.0,75.0,1.1690863574870227
6417,Ritme,Spain,red,2019.0,14.76,0.0,1,14.5,3.0,75.0,1.1690863574870227
6418,Camí de Pesseroles,Spain,red,2019.0,68.86,0.0,1,15.0,3.0,75.0,1.8379670183686547
6419,Camí de Pesseroles,Spain,red,2019.0,68.86,0.0,1,15.0,3.0,75.0,1.8379670183686547
6420,De Sol a Sol Tempranillo,Spain,red,2018.0,11.2,0.0,0,13.5,4.0,75.0,1.0492180226701815
6421,Lecco Crianza,Spain,red,2019.0,11.93,0.0,0,14.0,3.0,75.0,1.0766404436703418
6422,Prados Colección Garnacha,Spain,red,2019.0,15.36,0.0,1,14.5,3.0,75.0,1.1863912156954932
6423,Sentada sobre la Bestia,Spain,red,2018.0,14.93,0.0,0,15.07,4.0,75.0,1.1740598077250255
6424,L'Ermita,Spain,red,2019.0,1544.01,0.0,0,14.5,3.0,75.0,3.188650108778704
6425,Ferrer Bobet,Spain,red,2019.0,28.7,0.0,2,14.5,3.0,75.0,1.4578818967339924
6426,Ferrer Bobet,Spain,red,2019.0,28.7,0.0,2,14.5,3.0,75.0,1.4578818967339924
6427,La Garnacha Salvaje del Moncayo,Spain,red,2019.0,9.95,0.0,0,13.5,3.0,75.0,0.9978230807457255
6428,Espectacle,Spain,red,2019.0,107.51,0.0,3,14.8,3.0,75.0,2.0314488618593836
6429,O Morto A Rocha Tinto,Spain,red,2018.0,43.76,0.0,0,12.2,4.0,75.0,1.6410773133253744
6430,Domaine de l'Horizon Mar i Muntanya,France,red,2018.0,,0.0,0,12.0,4.0,75.0,
6431,Domaine de la Tournelle Uva Arbosiana,France,red,2018.0,,0.0,0,11.0,4.0,75.0,
6432,Domaine de la Tournelle Trousseau des Corvées,France,red,2016.0,,0.0,0,12.0,6.0,75.0,
6433,Pago Florentino,Spain,red,2019.0,13.86,0.0,5,14.5,3.0,75.0,1.1417632302757879
6434,Pago Florentino,Spain,red,2019.0,13.86,0.0,5,14.5,3.0,75.0,1.1417632302757879
6435,Ferrer Bobet Vinyes Velles,Spain,red,2018.0,34.15,0.0,1,14.5,4.0,75.0,1.5333907080175513
6436,La Danza del Viento La Isilla,Spain,red,2019.0,,0.0,2,14.5,3.0,75.0,
6437,L'Ermita,Spain,red,2019.0,1544.01,0.0,0,14.5,3.0,75.0,3.188650108778704
6438,Domaine du Collier Saumur Rouge La Ripaille,France,red,2016.0,,0.0,0,13.0,6.0,75.0,
6439,Els Escurçons,Spain,red,2019.0,71.17,0.0,0,14.5,3.0,75.0,1.8522969658269255
6440,Uro,Spain,red,2016.0,31.19,0.0,0,14.5,6.0,75.0,1.4940153747571439
6441,Pepe Mendoza Casa Agrícola Tinto,Spain,red,2020.0,13.04,0.0,1,14.0,2.0,75.0,1.1152775913959014
6442,Portal,Spain,red,2018.0,13.04,0.0,0,14.0,4.0,75.0,1.1152775913959014
6443,Enrique Mendoza Petit Verdot,Spain,red,2019.0,14.63,0.0,0,14.5,3.0,75.0,1.165244326125311
6444,Tridente Prieto Picudo,Spain,red,2018.0,22.57,0.0,0,15.5,4.0,75.0,1.3535315590777621
6445,Celsus,Spain,red,2019.0,29.13,0.0,0,14.5,3.0,75.0,1.4643404846276673
6446,Finca Antigua Syrah,Spain,red,2018.0,9.82,0.0,1,14.0,4.0,75.0,0.9921114877869497
6447,Mía Freixenet Tinto,Spain,red,2020.0,,5.0,9,13.5,2.0,75.0,
6448,Jané Ventura Vinyes Negres,Spain,red,2017.0,11.24,0.0,0,13.5,5.0,75.0,1.0507663112330423
6449,Dehesa Gago,Spain,red,2021.0,10.98,0.0,0,14.5,1.0,75.0,1.0406023401140732
6450,Cristom Mt Jefferson Cuvee Pinot Noir,United States,red,2019.0,43.93,0.0,0,13.5,3.0,75.0,1.6427612032653205
6451,Finca Genoveva Caíño,Spain,red,2019.0,38.78,0.0,1,12.0,3.0,75.0,1.5886078047426866
6452,Emeritus,Spain,red,2014.0,45.52,0.0,0,14.5,8.0,75.0,1.6582022533870149
6453,Añares Reserva,Spain,red,2018.0,11.97,0.0,4,14.0,4.0,75.0,1.0780941504064108
6454,Domaine du Collier Saumur Rouge La Charpentrie,France,red,2016.0,,0.0,0,13.5,6.0,75.0,
6455,Castro Candaz Finca El Curvado,Spain,red,2019.0,17.63,0.0,1,13.0,3.0,75.0,1.246252312299322
6456,Ganevat J'en Veux Encore,France,red,2019.0,,0.0,0,12.0,3.0,75.0,
6457,Castillo Ygay Gran Reserva,Spain,red,2011.0,187.65,0.0,2,14.0,11.0,75.0,2.273348568749101
6458,Castillo Ygay Gran Reserva,Spain,red,2011.0,187.65,0.0,2,14.0,11.0,75.0,2.273348568749101
6459,L'Infernal Face Nord,Spain,red,2016.0,32.39,0.0,0,14.8,6.0,75.0,1.5104109480101768
6460,Anais Negre,unknown,red,2019.0,9.1,0.0,0,13.2,3.0,75.0,0.9590413923210935
6461,Gratavinum GV5,Spain,red,2016.0,41.44,0.0,0,15.0,6.0,75.0,1.6174197467371765
6462,Ceretto Barbaresco,Italy,red,2019.0,49.06,0.0,0,14.0,3.0,75.0,1.6907275438703668
6463,López Cristóbal Parcela Uno,Spain,red,2018.0,27.37,0.0,0,13.5,4.0,75.0,1.4372747974101237
6464,Lan Reserva,Spain,red,2016.0,14.5,0.0,4,13.5,6.0,75.0,1.1613680022349748
6465,Luis Pato Vinhas Velhas tinto,Portugal,red,2018.0,18.53,0.0,0,13.0,4.0,75.0,1.2678754193188977
6466,Lasendal,Spain,red,2020.0,10.42,0.0,1,14.0,2.0,75.0,1.0178677189635057
6467,Condado de Oriza Roble,Spain,red,2021.0,9.05,0.0,3,14.5,1.0,75.0,0.9566485792052033
6468,Ànima Negra AN,Spain,red,2019.0,37.97,0.0,2,13.5,3.0,75.0,1.5794405971397971
6469,Bruno Murciano Las Tintas,Spain,red,2021.0,11.58,0.0,1,13.0,1.0,75.0,1.0637085593914173
6470,Viña Zorzal Lecciones de Vuelo,Spain,red,2019.0,47.11,0.0,3,14.5,3.0,75.0,1.6731131042382337
6471,G.D. Vajra Barolo Ravera,Italy,red,2018.0,69.76,0.0,0,14.5,4.0,75.0,1.8436064719245109
6472,Fromm Pinot Noir Cuvee H,New Zealand,red,2019.0,51.4,0.0,0,13.5,3.0,75.0,1.7109631189952756
6473,Fromm Pinot Noir Cuvee H,New Zealand,red,2019.0,51.4,0.0,0,13.5,3.0,75.0,1.7109631189952756
6474,Spy Valley Pinot Noir,New Zealand,red,2019.0,24.72,0.0,0,13.0,3.0,75.0,1.3930484664167782
6475,Neudorf Moutere Pinot Noir,New Zealand,red,2017.0,,0.0,0,14.0,5.0,75.0,
6476,Carrick Bannockburn Pinot Noir,New Zealand,red,2015.0,,0.0,0,14.0,7.0,75.0,
6477,Craggy Range Le Sol,New Zealand,red,2014.0,77.82,0.0,0,13.0,8.0,75.0,1.8910912264677238
6478,Pegasus Bay Pinot Noir,New Zealand,red,2019.0,41.66,0.0,0,13.5,3.0,75.0,1.619719265611727
6479,Main Divide Pinot Noir,New Zealand,red,2019.0,32.78,0.0,0,14.0,3.0,75.0,1.5156089492344802
6480,Palliser Estate Pinot Noir,New Zealand,red,2020.0,35.18,0.0,0,14.0,2.0,75.0,1.5462958351214424
6481,Dry River Lovat Syrah,New Zealand,red,2010.0,54.84,0.0,0,12.3,12.0,75.0,1.739097446117475
6482,Felton Road Pinot Noir Calvert,New Zealand,red,2020.0,66.54,0.0,0,13.5,2.0,75.0,1.8230827965328038
6483,Matassa Rouge,France,red,2020.0,,0.0,0,12.5,2.0,75.0,
6484,G.D. Vajra Nebbiolo,Italy,red,2020.0,,0.0,0,13.5,2.0,75.0,
6485,Sandrone Nebbiolo d'Alba Valmaggiore,Italy,red,2019.0,32.26,0.0,0,14.0,3.0,75.0,1.5086643630529426
6486,Casa Castillo Las Gravas,Spain,red,2020.0,42.3,0.0,1,14.5,2.0,75.0,1.6263403673750423
6487,Casa Castillo Las Gravas,Spain,red,2020.0,42.3,0.0,1,14.5,2.0,75.0,1.6263403673750423
6488,Domaine de Villeneuve Châteneauf du Pape Les Vieilles Vignes,France,red,2017.0,40.24,0.0,0,15.0,5.0,75.0,1.604657972047871
6489,Tilenus Pagos de Posada,Spain,red,2016.0,18.19,0.0,1,14.0,6.0,75.0,1.2598326990634836
6490,Domaine de Villeneuve La Griffe,France,red,2020.0,31.13,0.0,0,13.0,2.0,75.0,1.4931791206825153
6491,Domaine Antoine Sanzay Saumur Champigny,France,red,2018.0,,0.0,0,12.5,4.0,75.0,
6492,El Nido,Spain,red,2019.0,,0.0,1,15.5,3.0,75.0,
6493,Jaboulet Côtes-du-Rhône Parallèle,France,red,2020.0,,0.0,0,13.5,2.0,75.0,
6494,Joseph Drouhin Gevrey-Chambertin,France,red,2017.0,55.51,0.0,0,12.5,5.0,75.0,1.7443712273318606
6495,Château Bélair-Monange,France,red,2018.0,168.69,0.0,0,13.5,4.0,75.0,2.2270893382290655
6496,Château Bélair-Monange,France,red,2018.0,168.69,0.0,0,13.5,4.0,75.0,2.2270893382290655
6497,Château Bélair-Monange,France,red,2018.0,168.69,0.0,0,13.5,4.0,75.0,2.2270893382290655
6498,Domaine des Pothiers Clos du Puy,France,red,2017.0,,0.0,0,12.0,5.0,75.0,
6499,Gran Caus Ad Fines,Spain,red,2019.0,29.82,0.0,0,12.0,3.0,75.0,1.4745076391169758
6500,Château Mouton Rothschild,France,red,2018.0,886.22,0.0,0,13.0,4.0,75.0,2.9475415468596946
6501,Mauro Terreus Paraje de Cueva Baja,Spain,red,2020.0,88.93,0.0,2,14.5,2.0,75.0,1.9490482923156638
6502,Mas Coutelou Amphore,France,red,2019.0,,0.0,0,14.5,3.0,75.0,
6503,Ferraton Syrah Collines Rhodaniennes,France,red,2018.0,10.34,0.0,0,12.0,4.0,75.0,1.0145205387579237
6504,Ferraton Syrah Collines Rhodaniennes,France,red,2018.0,10.34,0.0,0,12.0,4.0,75.0,1.0145205387579237
6505,Tourán Garnacha,Spain,red,2018.0,91.47,0.0,0,16.0,4.0,75.0,1.9612786790850432
6506,Mendall The Solution,Spain,red,2015.0,,0.0,0,13.5,7.0,75.0,
6507,Castello di Verduno Barolo,Italy,red,2018.0,35.54,0.0,0,14.0,4.0,75.0,1.5507174234692827
6508,Matallana,Spain,red,2018.0,46.33,0.0,0,14.5,4.0,75.0,1.6658623002031552
6509,Tinto Figuero Viñas Viejas,Spain,red,2019.0,27.29,0.0,0,14.5,3.0,75.0,1.4360035356698966
6510,Andrew Will Ciel du Cheval,United States,red,2017.0,79.49,0.0,0,14.5,5.0,75.0,1.9003124969837266
6511,Andrew Will Ciel du Cheval,United States,red,2017.0,79.49,0.0,0,14.5,5.0,75.0,1.9003124969837266
6512,Château de Fosse-Sèche Eolithe Saumur Rouge,France,red,2019.0,26.86,0.0,1,12.5,3.0,75.0,1.4291060083326965
6513,Joseph Drouhin Laforêt Bourgogne Pinot Noir,France,red,2020.0,,0.0,0,12.5,2.0,75.0,
6514,Bàrbara Forés Coma d'En Pou,Spain,red,2019.0,23.81,0.0,0,15.0,3.0,75.0,1.3767593954048798
6515,PradoRey Finca La Mina,Spain,red,2017.0,22.05,0.0,0,15.0,5.0,75.0,1.3434085938038574
6516,Dominio del Águila Canta la Perdiz,Spain,red,2018.0,265.56,0.0,0,14.5,4.0,75.0,2.4241626599748827
6517,Mahara Amorro,Spain,red,2020.0,12.83,0.0,0,12.3,2.0,75.0,1.1082266563749286
6518,El Valao,Spain,red,2018.0,12.78,0.0,0,14.0,4.0,75.0,1.1065308538223813
6519,Clàssic Pascona,Spain,red,2020.0,14.2,0.0,0,13.5,2.0,75.0,1.1522883443830565
6520,Finca El Peruco,Spain,red,2017.0,30.5,0.0,0,13.0,5.0,75.0,1.4842998393467859
6521,Luberri Cepas Viejas,Spain,red,2016.0,28.87,0.0,0,14.5,6.0,75.0,1.4604467838807205
6522,Pittacum la Prohibición,Spain,red,2018.0,26.04,0.0,0,14.5,4.0,75.0,1.4156409798961542
6523,Botani Garnacha,Spain,red,2020.0,,0.0,0,14.0,2.0,75.0,
6524,Domaine de La Janasse Côtes-du-Rhône,France,red,2021.0,12.61,0.0,0,13.5,1.0,75.0,1.1007150865730817
6525,Domaine de La Janasse Côtes-du-Rhône,France,red,2021.0,12.61,0.0,0,13.5,1.0,75.0,1.1007150865730817
6526,Marqués de Griñon Petit Verdot,Spain,red,2018.0,24.67,0.0,1,15.0,4.0,75.0,1.3921691494897361
6527,La Zarcita,Spain,red,2020.0,12.61,0.0,3,13.5,2.0,75.0,1.1007150865730817
6528,Château Mouton Rothschild,France,red,2018.0,886.22,0.0,0,13.0,4.0,75.0,2.9475415468596946
6529,Château Mouton Rothschild,France,red,2018.0,886.22,0.0,0,13.0,4.0,75.0,2.9475415468596946
6530,La Salada Maçaners,Spain,red,2018.0,,0.0,0,13.0,4.0,75.0,
6531,Contador,Spain,red,2020.0,284.56,0.0,0,14.0,2.0,75.0,2.454173852177724
6532,Artadi Viña El Pisón,Spain,red,2020.0,284.56,0.0,0,13.5,2.0,75.0,2.454173852177724
6533,Artadi Viña El Pisón,Spain,red,2020.0,284.56,0.0,0,13.5,2.0,75.0,2.454173852177724
6534,Artadi Viña El Pisón,Spain,red,2020.0,284.56,0.0,0,13.5,2.0,75.0,2.454173852177724
6535,Artadi Viña El Pisón,Spain,red,2020.0,284.56,0.0,0,13.5,2.0,75.0,2.454173852177724
6536,Artadi El Carretil,Spain,red,2020.0,178.0,0.0,0,14.5,2.0,75.0,2.250420002308894
6537,Artadi El Carretil,Spain,red,2020.0,178.0,0.0,0,14.5,2.0,75.0,2.250420002308894
6538,Artadi El Carretil,Spain,red,2020.0,178.0,0.0,0,14.5,2.0,75.0,2.250420002308894
6539,Contador,Spain,red,2020.0,284.56,0.0,0,14.0,2.0,75.0,2.454173852177724
6540,Contador,Spain,red,2020.0,284.56,0.0,0,14.0,2.0,75.0,2.454173852177724
6541,Contador,Spain,red,2020.0,284.56,0.0,0,14.0,2.0,75.0,2.454173852177724
6542,Contador,Spain,red,2020.0,284.56,0.0,0,14.0,2.0,75.0,2.454173852177724
6543,Contador,Spain,red,2020.0,284.56,0.0,0,14.0,2.0,75.0,2.454173852177724
6544,Contador,Spain,red,2020.0,284.56,0.0,0,14.0,2.0,75.0,2.454173852177724
6545,Pago de Otazu,Spain,red,2019.0,18.96,0.0,2,14.0,3.0,75.0,1.2778383330020475
6546,Abel Mendoza Graciano Grano a Grano,Spain,red,2019.0,42.64,0.0,0,13.0,3.0,75.0,1.629817196018516
6547,Artadi La Morera de San Lázaro,Spain,red,2019.0,91.12,0.0,0,14.0,3.0,75.0,1.9596137110710439
6548,Artadi La Morera de San Lázaro,Spain,red,2019.0,91.12,0.0,0,14.0,3.0,75.0,1.9596137110710439
6549,Artadi La Morera de San Lázaro,Spain,red,2019.0,91.12,0.0,0,14.0,3.0,75.0,1.9596137110710439
6550,La Cueva del Contador,Spain,red,2020.0,63.54,0.0,0,15.5,2.0,75.0,1.8030472104911286
6551,La Cueva del Contador,Spain,red,2020.0,63.54,0.0,0,15.5,2.0,75.0,1.8030472104911286
6552,La Cueva del Contador,Spain,red,2020.0,63.54,0.0,0,15.5,2.0,75.0,1.8030472104911286
6553,Cune Imperial Gran Reserva,Spain,red,2016.0,57.92,0.0,2,13.5,6.0,75.0,1.7628285531890906
6554,Artadi San Lorenzo de Quintanilla,Spain,red,2019.0,53.41,0.0,0,14.0,3.0,75.0,1.7276225779691372
6555,Artadi San Lorenzo de Quintanilla,Spain,red,2019.0,53.41,0.0,0,14.0,3.0,75.0,1.7276225779691372
6556,Contino Garnacha,Spain,red,2019.0,26.9,0.0,1,13.0,3.0,75.0,1.429752280002408
6557,Gabaxo,Spain,red,2019.0,17.03,0.0,1,14.0,3.0,75.0,1.2312146479626012
6558,Artadi Viña El Pisón,Spain,red,2020.0,284.56,0.0,0,13.5,2.0,75.0,2.454173852177724
6559,Las Violetas,Spain,red,2018.0,18.96,0.0,0,14.5,4.0,75.0,1.2778383330020475
6560,Château Mouton Rothschild,France,red,2018.0,886.22,0.0,0,13.0,4.0,75.0,2.9475415468596946
6561,Yoyo KM 31,France,red,2021.0,33.42,0.0,0,14.0,1.0,75.0,1.5240064455573725
6562,Château Mouton Rothschild,France,red,2018.0,886.22,0.0,0,13.0,4.0,75.0,2.9475415468596946
6563,Gran Feudo Edición Limitada 626 Barricas,Spain,red,2018.0,8.24,0.0,0,13.0,4.0,75.0,0.9159272116971158
6564,Còsmic Via Fora Sumoll,Spain,red,2020.0,18.32,0.0,0,13.5,2.0,75.0,1.2629254693318317
6565,Dominio de Anza Selección de Parcelas,Spain,red,2020.0,,0.0,0,13.5,2.0,75.0,
6566,Domaine Ledogar Roug’e Clair,France,red,2020.0,17.23,0.0,0,12.5,2.0,75.0,1.2362852774480284
6567,Château Smith Haut Lafitte,France,red,2017.0,123.86,0.0,1,14.0,5.0,75.0,2.0929310756735524
6568,Château Smith Haut Lafitte,France,red,2017.0,123.86,0.0,1,14.0,5.0,75.0,2.0929310756735524
6569,Domaine Ledogar Tout Nature,France,red,2019.0,20.51,0.0,0,14.0,3.0,75.0,1.3119656603683663
6570,Dominó Foxtrot,Portugal,red,2020.0,15.02,0.0,0,13.0,2.0,75.0,1.1766699326681496
6571,Pierre Morey Meursault Les Durots,France,red,2019.0,,0.0,0,13.5,3.0,75.0,
6572,Viña Pomal Graciano,Spain,red,2019.0,65.21,0.0,0,14.0,3.0,75.0,1.8143142002074595
6573,Rolland Galarreta Rioja,Spain,red,2014.0,15.87,0.0,3,14.5,8.0,75.0,1.2005769267548483
6574,Yoyo La Tranchée,France,red,2021.0,33.42,0.0,0,14.0,1.0,75.0,1.5240064455573725
6575,Château Grand-Puy-Lacoste,France,red,2016.0,97.04,0.0,0,13.5,6.0,75.0,1.9869507878585166
6576,Forjas del Salnés Goliardo Tinto,Spain,red,2020.0,16.69,0.0,0,12.0,2.0,75.0,1.2224563366792467
6577,Philippe Pacalet Pommard,France,red,2019.0,81.27,0.0,0,13.0,3.0,75.0,1.9099302597528307
6578,Atrium Merlot,Spain,red,2020.0,12.06,0.0,0,14.0,2.0,75.0,1.0813473078041325
