name,abv,year,size(cL),country,wine_type,price,num_review,rating,url,countrycode,scaled_price,logprice,price_fixed,age,score
Belmonte Marlborough Botrytised Riesling 2018,9.5,2018,37.5,New Zealand,Dessert,15.99,19,4.4,https://www.virginwines.co.uk/wine/Z36869100586/Belmonte-Marlborough-Botrytised-Riesling,NZL,31.98,1.5048784594102158,15.99,4.0,4.4
Belmonte Chenin Blanc 2021,12.5,2021,75.0,New Zealand,White,15.99,41,4.2,https://www.virginwines.co.uk/wine/Z37202100586/Belmonte-Chenin-Blanc,NZL,15.99,1.2038484637462348,15.99,1.0,4.2
John Forrest Collection Gimblett Gravels Syrah 2015,14.0,2015,75.0,New Zealand,Red,27.99,10,4.7,https://www.virginwines.co.uk/wine/Z37205100586/John-Forrest-Collection-Gimblett-Gravels-Syrah,NZL,27.99,1.4470028984661623,27.99,7.0,4.7
Penombre Rose 2021,12.5,2021,75.0,France,Rosé,12.99,154,4.3,https://www.virginwines.co.uk/wine/Z40410102796/Penombre-Rose,FRA,12.99,1.113609151073028,12.99,1.0,4.3
Just the Juice Vermentino 2021,12.5,2021,75.0,Italy,White,9.99,592,4.0,https://www.virginwines.co.uk/wine/Z40138103167/Just-the-Juice-Vermentino-Z40138103167,ITA,9.99,0.9995654882259823,9.99,1.0,4.0
De Martino Single Vineyard Carmenere Alto de Piedras Magnum 2018,14.0,2018,150.0,Chile,Red,49.99,1,4.0,https://www.virginwines.co.uk/wine/Z40190100741/De-Martino-Single-Vineyard-Carmenere-Alto-de-Piedras-Magnum,CHL,24.995,1.397853141088609,49.99,4.0,0.0
Locos Muertos by Seb De Martino Cabernet Sauvignon 2019,13.5,2019,75.0,Chile,Red,12.99,210,3.9,https://www.virginwines.co.uk/wine/Z40179100741/Locos-Muertos-by-Seb-De-Martino-Cabernet-Sauvignon,CHL,12.99,1.113609151073028,12.99,3.0,3.9
Isla de Maipo No Added Sulphites Cabernet Sauvignon 2019,14.0,2019,75.0,Chile,Red,7.99,80,3.7,https://www.virginwines.co.uk/wine/Z40187100741/Isla-de-Maipo-No-Added-Sulphites-Cabernet-Sauvignon,CHL,7.99,0.9025467793139914,7.99,3.0,3.7
Les Arbousiers Trio 2020,11.5,2020,75.0,France,White,10.99,629,4.1,https://www.virginwines.co.uk/wine/Z40435101414/Les-Arbousiers-Trio,FRA,10.99,1.0409976924234905,10.99,2.0,4.1
Hambledon Vineyards Premier Cuvee Brut NV,12.0,NV,75.0,England,Sparkling,46.0,3,2.3,https://www.virginwines.co.uk/wine/Z40358100003/Hambledon-Vineyards-Premier-Cuvee-Brut-Z40358100003,unknown,46.0,1.662757831681574,46.0,,0.0
Hambledon Vineyards Classic Cuvee Brut Rose NV,12.0,NV,75.0,England,Sparkling,36.0,4,4.8,https://www.virginwines.co.uk/wine/Z40357100003/Hambledon-Vineyards-Classic-Cuvee-Brut-Rose-Z40357100003,unknown,36.0,1.5563025007672873,36.0,,0.0
Coterie Red 2019,14.0,2019,75.0,South Africa,Red,12.99,20,4.1,https://www.virginwines.co.uk/wine/Z40895100009/Coterie-Red,ZAF,12.99,1.113609151073028,12.99,3.0,4.1
Wildeberg Terroir Sauvignon Blanc 2019,14.0,2019,75.0,South Africa,White,12.99,8,4.2,https://www.virginwines.co.uk/wine/Z40897100009/Wildeberg-Terroir-Sauvignon-Blanc,ZAF,12.99,1.113609151073028,12.99,3.0,4.2
The Black Pig Adelaide Hills Chardonnay 2020,13.0,2020,75.0,Australia,White,12.99,71,4.1,https://www.virginwines.co.uk/wine/Z40934102291/The-Black-Pig-Adelaide-Hills-Chardonnay,AUS,12.99,1.113609151073028,12.99,2.0,4.1
The Craftsmen Barbera 2021,14.0,2021,75.0,South Africa,Red,10.99,176,3.9,https://www.virginwines.co.uk/wine/Z41036101414/The-Craftsmen-Barbera,ZAF,10.99,1.0409976924234905,10.99,1.0,3.9
The Long Way Round Semillon 2020,13.5,2020,75.0,Chile,White,10.99,174,3.9,https://www.virginwines.co.uk/wine/Z41011101414/The-Long-Way-Round-Semillon,CHL,10.99,1.0409976924234905,10.99,2.0,3.9
El Sabio Malbec 2021,13.5,2021,75.0,Chile,Red,10.99,292,4.3,https://www.virginwines.co.uk/wine/Z41008101414/El-Sabio-Malbec,CHL,10.99,1.0409976924234905,10.99,1.0,4.3
Wayfare Margaret River White Blend 2019,12.0,2019,75.0,Australia,White,12.99,50,3.9,https://www.virginwines.co.uk/wine/Z40206102291/Wayfare-Margaret-River-White-Blend,AUS,12.99,1.113609151073028,12.99,3.0,3.9
Fritz Muller Zero Alcohol Frizzante NV,0.0,NV,75.0,Germany,Low / Alcohol Free Wines,10.99,5,4.8,https://www.virginwines.co.uk/wine/Z41025103383/Fritz-Muller-Zero-Alcohol-Frizzante-Z41025103383,DEU,10.99,1.0409976924234905,10.99,,0.0
Love by Leoube Organic Cotes de Provence 2020,13.0,2020,75.0,France,Rosé,15.99,23,4.3,https://www.virginwines.co.uk/wine/Z41045102951/Love-by-Leoube-Organic-Cotes-de-Provence,FRA,15.99,1.2038484637462348,15.99,2.0,4.3
Domaine de la Vallee des Grives Valreas Cotes du Rhone Villages 2017,14.0,2017,75.0,France,Red,13.99,49,4.2,https://www.virginwines.co.uk/wine/Z41068103394/Domaine-de-la-Vallee-des-Grives-Valreas-Cotes-du-Rhone-Villages-Z41068103394,FRA,13.99,1.1458177144918276,13.99,5.0,4.2
La Mechita Familia Zuccardi Malbec 2020,14.0,2020,75.0,Argentina,Red,12.99,397,4.1,https://www.virginwines.co.uk/wine/Z40112101318/La-Mechita-Familia-Zuccardi-Malbec-Z40112101318,ARG,12.99,1.113609151073028,12.99,2.0,4.1
Abel Mendoza Rioja DOCa Garnacha Blanca 2019,13.5,2019,75.0,Spain,White,26.99,1,4.0,https://www.virginwines.co.uk/wine/Z40294101434/Abel-Mendoza-Rioja-DOCa-Garnacha-Blanca,ESP,26.99,1.4312028845565166,26.99,3.0,0.0
Three Gables Winemaker's Reserve Shiraz 2021,14.5,2021,75.0,South Africa,Red,11.99,149,4.1,https://www.virginwines.co.uk/wine/Z40941101414/Three-Gables-Winemakers-Reserve-Shiraz-Z40941101414,ZAF,11.99,1.0788191830988487,11.99,1.0,4.1
Vigna Nostra Appassimento 2020,14.5,2020,75.0,Italy,Red,16.99,514,4.5,https://www.virginwines.co.uk/wine/Z40745102131/Vigna-Nostra-Appassimento,ITA,16.99,1.2301933788690456,16.99,2.0,4.5
REAL Kombucha Dry Dragon NV,0.5,NV,75.0,England,Low / Alcohol Free Wines,8.99,26,3.8,https://www.virginwines.co.uk/wine/Z40464103270/REAL-Kombucha-Dry-Dragon,unknown,8.99,0.9537596917332288,8.99,,3.8
REAL Kombucha Royal Flush NV,0.5,NV,75.0,England,Low / Alcohol Free Wines,8.99,32,4.1,https://www.virginwines.co.uk/wine/Z40465103270/REAL-Kombucha-Royal-Flush,unknown,8.99,0.9537596917332288,8.99,,4.1
El Sabio Pinot Grigio 2021,9.5,2021,75.0,Chile,White,9.99,240,3.9,https://www.virginwines.co.uk/wine/Z40883101414/El-Sabio-Pinot-Grigio,CHL,9.99,0.9995654882259823,9.99,1.0,3.9
Bodegas Gratias Maximas Bobal 2016,14.5,2016,75.0,Spain,Red,15.99,5,3.4,https://www.virginwines.co.uk/wine/Z40872101434/Bodegas-Gratias-Maximas-Bobal,ESP,15.99,1.2038484637462348,15.99,6.0,0.0
Bodegas Gratias Got Bobal 2019,14.0,2019,75.0,Spain,Red,11.99,8,3.0,https://www.virginwines.co.uk/wine/Z40871101434/Bodegas-Gratias-Got-Bobal,ESP,11.99,1.0788191830988487,11.99,3.0,3.0
Le Zeitgeist Trident 2020,11.5,2020,75.0,France,White,11.99,254,4.1,https://www.virginwines.co.uk/wine/Z40851101414/Le-Zeitgeist-Trident,FRA,11.99,1.0788191830988487,11.99,2.0,4.1
Florel Vat 18 Reserve Malbec 2021,14.0,2021,75.0,Argentina,Red,13.99,213,4.2,https://www.virginwines.co.uk/wine/Z40888101414/Florel-Vat-18-Reserve-Malbec,ARG,13.99,1.1458177144918276,13.99,1.0,4.2
Nadia's Pure Reserve Shiraz Cabernet 2020,14.5,2020,75.0,South Africa,Red,10.99,243,4.0,https://www.virginwines.co.uk/wine/Z40849101414/Nadias-Pure-Reserve-Shiraz-Cabernet,ZAF,10.99,1.0409976924234905,10.99,2.0,4.0
Isaac Cantalapiedra Cantayano Verdejo 2020,13.5,2020,75.0,Spain,White,16.99,10,3.6,https://www.virginwines.co.uk/wine/Z40867101434/Isaac-Cantalapiedra-Cantayano-Verdejo,ESP,16.99,1.2301933788690456,16.99,2.0,3.6
Sherwood Estate Stratum Chardonnay 2021,14.0,2021,75.0,New Zealand,White,15.99,5,4.2,https://www.virginwines.co.uk/wine/Z40660101434/Sherwood-Estate-Stratum-Chardonnay,NZL,15.99,1.2038484637462348,15.99,1.0,0.0
Community.Co Zero Alcohol Sparkling White NV,0.0,NV,75.0,Germany,Low / Alcohol Free Wines,5.49,35,4.1,https://www.virginwines.co.uk/wine/Z40819103330/Community.Co-Zero-Alcohol-Sparkling-White-,DEU,5.49,0.7395723444500919,5.49,,4.1
Familia Zuccardi Aluvional Los Chacayes Malbec 2016,14.5,2016,75.0,Argentina,Red,64.99,1,5.0,https://www.virginwines.co.uk/wine/Z40117101318/Familia-Zuccardi-Aluvional-Los-Chacayes-Malbec-Z40117101318,ARG,64.99,1.8128465369670712,64.99,6.0,0.0
Vina Albali De-Alcoholised Sauvignon Blanc 2020,0.5,2020,75.0,Spain,Low / Alcohol Free Wines,5.49,38,3.1,https://www.virginwines.co.uk/wine/Z40693102951/Vina-Albali-De-Alcoholised-Sauvignon-Blanc,ESP,5.49,0.7395723444500919,5.49,2.0,3.1
Vina Albali  De-Alcoholised Cabernet Sauvignon Tempranillo 2019,0.5,2019,75.0,Spain,Low / Alcohol Free Wines,5.49,48,2.8,https://www.virginwines.co.uk/wine/Z40694102951/Vina-Albali-De-Alcoholised-Cabernet-Sauvignon-Tempranillo,ESP,5.49,0.7395723444500919,5.49,3.0,2.8
Heinrichshof Schlossberg Trocken Riesling 2020,12.5,2020,75.0,Germany,White,16.99,7,3.9,https://www.virginwines.co.uk/wine/Z40230102619/Heinrichshof-Schlossberg-Trocken-Riesling,DEU,16.99,1.2301933788690456,16.99,2.0,3.9
Community.Co Zero Alcohol Sparkling Rose NV,0.0,NV,75.0,Germany,Low / Alcohol Free Wines,5.49,30,4.2,https://www.virginwines.co.uk/wine/Z40820103330/Community.Co-Zero-Alcohol-Sparkling-Rose,DEU,5.49,0.7395723444500919,5.49,,4.2
Bodegas Tierra Rioja Blanco 2019,13.5,2019,75.0,Spain,White,14.99,23,4.3,https://www.virginwines.co.uk/wine/Z40374103244/Bodegas-Tierra-Rioja-Blanco,ESP,14.99,1.1758016328482794,14.99,3.0,4.3
5oS Project Cult Cave Shiraz 2019,14.0,2019,75.0,Australia,Red,17.99,59,3.6,https://www.virginwines.co.uk/wine/Z40044102291/5oS-Project-Cult-Cave-Shiraz,AUS,17.99,1.2550311633455513,17.99,3.0,3.6
5OS Project Malbec Durif 2019,14.0,2019,75.0,Australia,Red,24.99,27,4.1,https://www.virginwines.co.uk/wine/Z39104102291/5OS-Project-Malbec-Durif,AUS,24.99,1.39776625612645,24.99,3.0,4.1
Hambledon Vineyards Classic Cuvee Brut NV,12.0,NV,75.0,England,Sparkling,30.0,10,4.2,https://www.virginwines.co.uk/wine/Z40359100003/Hambledon-Vineyards-Classic-Cuvee-Brut-Z40359100003,unknown,30.0,1.4771212547196624,30.0,,4.2
Compadre Shiraz Malbec 2021,12.5,2021,75.0,Argentina,Red,10.99,119,3.8,https://www.virginwines.co.uk/wine/Z40111101318/Compadre-Shiraz-Malbec-Z40111101318,ARG,10.99,1.0409976924234905,10.99,1.0,3.8
Fincas del Sur Malbec 2021,14.5,2021,75.0,Argentina,Red,13.99,183,4.3,https://www.virginwines.co.uk/wine/Z40110101318/Fincas-del-Sur-Malbec-Z40110101318,ARG,13.99,1.1458177144918276,13.99,1.0,4.3
Vitalita Falanghina 2020,13.0,2020,75.0,Italy,White,9.99,368,4.1,https://www.virginwines.co.uk/wine/Z40049101414/Vitalita-Falanghina,ITA,9.99,0.9995654882259823,9.99,2.0,4.1
Le Zeitgeist Sauvignon Blanc 2021,11.5,2021,75.0,France,White,11.99,635,4.1,https://www.virginwines.co.uk/wine/Z40022101414/Le-Zeitgeist-Sauvignon-Blanc,FRA,11.99,1.0788191830988487,11.99,1.0,4.1
Ulrich Langguth Riesling Rennaisance Hochgewachs Feinherb 2018,11.0,2018,75.0,Germany,White,13.49,23,4.2,https://www.virginwines.co.uk/wine/Z40047101465/Ulrich-Langguth-Riesling-Rennaisance-Hochgewachs-Feinherb,DEU,13.49,1.1300119496719043,13.49,4.0,4.2
Equipo Navazos La Bota no. 93 Manzanilla NV,15.0,NV,75.0,Spain,Sherry,32.99,0,0.0,https://www.virginwines.co.uk/wine/Z40107101434/Equipo-Navazos-La-Bota-no.-93-Manzanilla,ESP,32.99,1.518382315545344,32.99,,0.0
Digby Fine English Brut NV,12.0,NV,75.0,England,Sparkling,32.99,7,4.0,https://www.virginwines.co.uk/wine/Z40021102128/Digby-Fine-English-Brut,unknown,32.99,1.518382315545344,32.99,,4.0
Digby Leander Pink NV,12.0,NV,75.0,England,Sparkling,34.99,7,4.1,https://www.virginwines.co.uk/wine/Z40020102128/Digby-Leander-Pink,unknown,34.99,1.5439439424829065,34.99,,4.1
Las Campanitas Tempranillo 2018,13.0,2018,75.0,Spain,Red,10.99,644,4.0,https://www.virginwines.co.uk/wine/Z39993101434/Las-Campanitas-Tempranillo,ESP,10.99,1.0409976924234905,10.99,4.0,4.0
Billy Bosch Chenin Blanc Grenache Blanc 2020,12.5,2020,75.0,South Africa,White,9.99,348,4.0,https://www.virginwines.co.uk/wine/Z39802100009/Billy-Bosch-Chenin-Blanc-Grenache-Blanc,ZAF,9.99,0.9995654882259823,9.99,2.0,4.0
Bastions V Chenin Blanc Grenache Blanc 2020,12.5,2020,75.0,South Africa,White,9.99,303,4.0,https://www.virginwines.co.uk/wine/Z39803100009/Bastions-V-Chenin-Blanc-Grenache-Blanc,ZAF,9.99,0.9995654882259823,9.99,2.0,4.0
Mountain View Marlborough Pinot Noir 2019,9.5,2019,75.0,New Zealand,Red,12.99,59,3.7,https://www.virginwines.co.uk/wine/Z39794100586/Mountain-View-Marlborough-Pinot-Noir,NZL,12.99,1.113609151073028,12.99,3.0,3.7
Tatty Bogler Waitaki Pinot Noir 2018,13.0,2018,75.0,New Zealand,Red,24.99,26,4.6,https://www.virginwines.co.uk/wine/Z39791100586/Tatty-Bogler-Waitaki-Pinot-Noir,NZL,24.99,1.39776625612645,24.99,4.0,4.6
Sherwood Estate Stratum Riesling 2020,11.0,2020,75.0,New Zealand,White,14.99,32,3.9,https://www.virginwines.co.uk/wine/Z39719101434/Sherwood-Estate-Stratum-Riesling,NZL,14.99,1.1758016328482794,14.99,2.0,3.9
The Black Pig Sauvignon Blanc Magnum 2019,12.0,2019,150.0,Australia,White,27.99,115,4.6,https://www.virginwines.co.uk/wine/Z39604102291/The-Black-Pig-Sauvignon-Blanc-Magnum,AUS,13.995,1.1459729028021812,27.99,3.0,4.6
L'Impression VDF White Blend 2020,13.0,2020,75.0,France,White,12.99,455,4.0,https://www.virginwines.co.uk/wine/Z39825100009/LImpression-VDF-White-Blend,FRA,12.99,1.113609151073028,12.99,2.0,4.0
Sherwood Estate Stratum Pinot Gris 2020,14.0,2020,75.0,New Zealand,White,14.99,23,4.2,https://www.virginwines.co.uk/wine/Z39718101434/Sherwood-Estate-Stratum-Pinot-Gris,NZL,14.99,1.1758016328482794,14.99,2.0,4.2
Wild Crush Torch Lily Swartland Shiraz 2019,14.0,2019,75.0,South Africa,Red,10.99,59,4.0,https://www.virginwines.co.uk/wine/Z39712100009/Wild-Crush-Torch-Lily-Swartland-Shiraz,ZAF,10.99,1.0409976924234905,10.99,3.0,4.0
Wild Crush Num Num Shiraz 2019,12.5,2019,75.0,South Africa,Red,10.99,78,3.4,https://www.virginwines.co.uk/wine/Z39713100009/Wild-Crush-Num-Num-Shiraz,ZAF,10.99,1.0409976924234905,10.99,3.0,3.4
Wild Crush Devil's Claw Coastal Blend 2018,13.5,2018,75.0,South Africa,Red,13.99,25,3.6,https://www.virginwines.co.uk/wine/Z39714100009/Wild-Crush-Devils-Claw-Coastal-Blend,ZAF,13.99,1.1458177144918276,13.99,4.0,3.6
De Martino Tres Volcanes 2017,13.5,2017,75.0,Chile,White,24.99,3,4.7,https://www.virginwines.co.uk/wine/Z38978100741/De-Martino-Tres-Volcanes,CHL,24.99,1.39776625612645,24.99,5.0,0.0
De Martino Vigno Carignan 2019,14.0,2019,75.0,Chile,Red,29.99,2,3.0,https://www.virginwines.co.uk/wine/Z38979100741/De-Martino-Vigno-Carignan,CHL,29.99,1.476976465759527,29.99,3.0,0.0
Sherwood Estate Stratum Waipara Valley Sauvignon Blanc 2021,12.5,2021,75.0,New Zealand,White,12.99,413,4.3,https://www.virginwines.co.uk/wine/Z35760101434/Sherwood-Estate-Stratum-Waipara-Valley-Sauvignon-Blanc,NZL,12.99,1.113609151073028,12.99,1.0,4.3
Domaine Baumard Savennières Clos St Yves 2018,13.0,2018,75.0,France,White,29.99,4,4.2,https://www.virginwines.co.uk/wine/Z39861101434/Domaine-Baumard-Savennieres-Clos-St-Yves,FRA,29.99,1.476976465759527,29.99,4.0,0.0
B Francois Sparkling NV,12.0,NV,75.0,France,Sparkling,14.99,37,4.0,https://www.virginwines.co.uk/wine/Z39801101935/B-Francois-Sparkling,FRA,14.99,1.1758016328482794,14.99,,4.0
Castillo de Logrono Familia Manzanos Barrica Rioja Blanco 2020,12.5,2020,75.0,Spain,White,19.99,517,4.1,https://www.virginwines.co.uk/wine/Z39808101434/Castillo-de-Logrono-Familia-Manzanos-Barrica-Rioja-Blanco,ESP,19.99,1.300812794118117,19.99,2.0,4.1
Peller Family Estate Ice Wine Vidal 2017,11.0,2017,37.5,Canada,Dessert,37.99,8,4.8,https://www.virginwines.co.uk/wine/Z39874102951/Peller-Family-Estate-Ice-Wine-Vidal,CAN,75.98,1.8806992892187016,37.99,5.0,4.8
Abel Mendoza Rioja DOCa Jarrarte 2019,13.5,2019,75.0,Spain,Red,13.99,19,3.8,https://www.virginwines.co.uk/wine/Z39823101434/Abel-Mendoza-Rioja-DOCa-Jarrarte,ESP,13.99,1.1458177144918276,13.99,3.0,3.8
Adega Ponte da Boga DO Ribeira Sacra Mencia 2018,13.0,2018,75.0,Spain,Red,12.99,15,3.7,https://www.virginwines.co.uk/wine/Z39653101434/Adega-Ponte-da-Boga-DO-Ribeira-Sacra-Mencia,ESP,12.99,1.113609151073028,12.99,4.0,3.7
Chateau La Raze Beauvallet Medoc Cru Bourgeois 2016,13.0,2016,75.0,France,Red,15.99,25,4.0,https://www.virginwines.co.uk/wine/Z39848103128/Chateau-La-Raze-Beauvallet-Medoc-Cru-Bourgeois,FRA,15.99,1.2038484637462348,15.99,6.0,4.0
Abel Mendoza Rioja DOCa Viura 2018,14.5,2018,75.0,Spain,White,27.99,4,4.0,https://www.virginwines.co.uk/wine/Z39822101434/Abel-Mendoza-Rioja-DOCa-Viura,ESP,27.99,1.4470028984661623,27.99,4.0,0.0
La Serena Brunello di Montalcino DOCG 2017,14.5,2017,75.0,Italy,Red,39.99,13,4.3,https://www.virginwines.co.uk/wine/Z39751101935/La-Serena-Brunello-di-Montalcino-DOCG,ITA,39.99,1.6019514041335217,39.99,5.0,4.3
Tall Gum Chardonnay Semillon 2021,13.0,2021,75.0,Australia,White,9.99,647,4.0,https://www.virginwines.co.uk/wine/Z39705101414/Tall-Gum-Chardonnay-Semillon,AUS,9.99,0.9995654882259823,9.99,1.0,4.0
Billy Bosch Highwire Shiraz 2021,14.5,2021,75.0,South Africa,Red,10.99,1011,4.2,https://www.virginwines.co.uk/wine/Z39644101414/Billy-Bosch-Highwire-Shiraz,ZAF,10.99,1.0409976924234905,10.99,1.0,4.2
Villa Wolf Gewurztraminer 2020,12.0,2020,75.0,Germany,White,12.99,66,4.1,https://www.virginwines.co.uk/wine/Z39859102638/Villa-Wolf-Gewurztraminer,DEU,12.99,1.113609151073028,12.99,2.0,4.1
La Costaiola Pinot Nero 2019,12.5,2019,75.0,Italy,Red,13.99,37,3.9,https://www.virginwines.co.uk/wine/Z39770103112/La-Costaiola-Pinot-Nero,ITA,13.99,1.1458177144918276,13.99,3.0,3.9
Gunderloch Fritz Riesling 2020,11.5,2020,75.0,Germany,White,14.99,39,4.2,https://www.virginwines.co.uk/wine/Z39856102638/Gunderloch-Fritz-Riesling,DEU,14.99,1.1758016328482794,14.99,2.0,4.2
Schnaitmann Simonroth Lemberger 2018,13.0,2018,75.0,Germany,Red,26.99,5,4.2,https://www.virginwines.co.uk/wine/Z39857102638/Schnaitmann-Simonroth-Lemberger,DEU,26.99,1.4312028845565166,26.99,4.0,0.0
Pablo Claro Tempranillo 2020,14.0,2020,75.0,Spain,Red,10.99,188,4.0,https://www.virginwines.co.uk/wine/Z38584102131/Pablo-Claro-Tempranillo,ESP,10.99,1.0409976924234905,10.99,2.0,4.0
Heranca Ruby Port NV,20.0,NV,75.0,Portugal,Fortified,17.99,134,4.3,https://www.virginwines.co.uk/wine/Z39590100003/Heranca-Ruby-Port,PRT,17.99,1.2550311633455513,17.99,,4.3
Locos Muertos by Seb De Martino 2021,14.0,2021,75.0,Chile,Red,14.99,503,4.2,https://www.virginwines.co.uk/wine/Z39632100741/Locos-Muertos-by-Seb-De-Martino,CHL,14.99,1.1758016328482794,14.99,1.0,4.2
Penombre Blanc 2020,12.5,2020,75.0,France,White,12.99,206,4.2,https://www.virginwines.co.uk/wine/Z39580102796/Penombre-Blanc,FRA,12.99,1.113609151073028,12.99,2.0,4.2
Capcanes Sense Cap 2019,14.0,2019,75.0,Spain,Red,12.99,92,4.0,https://www.virginwines.co.uk/wine/Z37350101434/Capcanes-Sense-Cap,ESP,12.99,1.113609151073028,12.99,3.0,4.0
Capcanes La Nit de les Garnatxes Clay 2018,14.5,2018,75.0,Spain,Red,16.99,39,4.4,https://www.virginwines.co.uk/wine/Z37339101434/Capcanes-La-Nit-de-les-Garnatxes-Clay,ESP,16.99,1.2301933788690456,16.99,4.0,4.4
Capcanes La Nit de les Garnatxes Limestone 2018,14.5,2018,75.0,Spain,Red,16.99,35,4.4,https://www.virginwines.co.uk/wine/Z37337101434/Capcanes-La-Nit-de-les-Garnatxes-Limestone,ESP,16.99,1.2301933788690456,16.99,4.0,4.4
Lianto Primitivo 2019,13.0,2019,75.0,Italy,Red,11.99,126,4.1,https://www.virginwines.co.uk/wine/Z38631102454/Lianto-Primitivo,ITA,11.99,1.0788191830988487,11.99,3.0,4.1
Paul Hobbs Napa Valley Crossbarn Cabernet Sauvignon 2018,15.0,2018,75.0,USA,Red,45.99,1,5.0,https://www.virginwines.co.uk/wine/Z39647101434/Paul-Hobbs-Napa-Valley-Crossbarn-Cabernet-Sauvignon,unknown,45.99,1.6626634095740376,45.99,4.0,0.0
Las Campanas Seleccion Especial 2018,13.5,2018,75.0,Spain,Red,13.99,230,4.0,https://www.virginwines.co.uk/wine/Z39046101434/Las-Campanas-Seleccion-Especial,ESP,13.99,1.1458177144918276,13.99,4.0,4.0
Les Hautes Terrasses Cotes du Rhone 2020,14.0,2020,75.0,France,Red,11.99,680,4.1,https://www.virginwines.co.uk/wine/Z37251100020/Les-Hautes-Terrasses-Cotes-du-Rhone,FRA,11.99,1.0788191830988487,11.99,2.0,4.1
5OS Project McLaren Vale Shiraz Touriga 2018,14.5,2018,75.0,Australia,Red,19.99,33,4.5,https://www.virginwines.co.uk/wine/Z37605102291/5OS-Project-McLaren-Vale-Shiraz-Touriga,AUS,19.99,1.300812794118117,19.99,4.0,4.5
Bodegas Hidalgo Napolean Amontillado Seco NV,17.5,NV,50.0,Spain,Sherry,13.99,9,3.1,https://www.virginwines.co.uk/wine/Z39571100003/Bodegas-Hidalgo-Napolean-Amontillado-Seco,ESP,20.985,1.321908973547509,13.99,,3.1
Ulrich Langguth Riesling Spatlese Piesporter Goldtropfchen 2018,9.0,2018,75.0,Germany,White,19.99,32,4.3,https://www.virginwines.co.uk/wine/Z35906101465/Ulrich-Langguth-Riesling-Spatlese-Piesporter-Goldtropfchen,DEU,19.99,1.300812794118117,19.99,4.0,4.3
VAT 52 Reserve Barossa Valley Shiraz 2022,14.5,2022,75.0,Australia,Red,19.99,506,4.6,https://www.virginwines.co.uk/wine/Z37716102291/VAT-52-Reserve-Barossa-Valley-Shiraz,AUS,19.99,1.300812794118117,19.99,0.0,4.6
Trabajemos Organic Tempranillo 2020,13.5,2020,75.0,Spain,Red,14.99,789,4.2,https://www.virginwines.co.uk/wine/Z38679102131/Trabajemos-Organic-Tempranillo,ESP,14.99,1.1758016328482794,14.99,2.0,4.2
Trabajemos Organic Mezcla Tinta 2020,13.5,2020,75.0,Spain,Red,12.99,322,4.0,https://www.virginwines.co.uk/wine/Z39074102131/Trabajemos-Organic-Mezcla-Tinta,ESP,12.99,1.113609151073028,12.99,2.0,4.0
Domaine de L'Ermitage Menetou Salon Blanc 2020,14.0,2020,75.0,France,White,16.99,28,4.1,https://www.virginwines.co.uk/wine/Z38765101434/Domaine-de-LErmitage-Menetou-Salon-Blanc,FRA,16.99,1.2301933788690456,16.99,2.0,4.1
Les Arbousiers Reserve Pinot Noir Rose Magnum 2018,13.0,2018,150.0,France,Rosé,24.99,38,4.2,https://www.virginwines.co.uk/wine/Z39064100020/Les-Arbousiers-Reserve-Pinot-Noir-Rose-Magnum,FRA,12.495,1.0967362604624689,24.99,4.0,4.2
Vigne Sannite Greco 2020,12.0,2020,75.0,Italy,White,11.99,34,4.1,https://www.virginwines.co.uk/wine/Z39050102873/Vigne-Sannite-Greco,ITA,11.99,1.0788191830988487,11.99,2.0,4.1
Cuvee de L'Aubade Cotes de Provence 2021,13.0,2021,75.0,France,Rosé,13.99,289,4.5,https://www.virginwines.co.uk/wine/Z39100102951/Cuvee-de-LAubade-Cotes-de-Provence,FRA,13.99,1.1458177144918276,13.99,1.0,4.5
Florel Reserve Malbec 2021,14.0,2021,75.0,Argentina,Red,11.99,1249,4.2,https://www.virginwines.co.uk/wine/Z39042101414/Florel-Reserve-Malbec,ARG,11.99,1.0788191830988487,11.99,1.0,4.2
Lof Cabernet Sauvignon 2018,13.0,2018,75.0,Chile,Red,17.99,20,4.4,https://www.virginwines.co.uk/wine/Z37310102597/Lof-Cabernet-Sauvignon,CHL,17.99,1.2550311633455513,17.99,4.0,4.4
Altolandon Mil Historias Organic Syrah 2019,14.0,2019,75.0,Spain,Red,13.99,25,4.0,https://www.virginwines.co.uk/wine/Z39078101434/Altolandon-Mil-Historias-Organic-Syrah,ESP,13.99,1.1458177144918276,13.99,3.0,4.0
Bodegas Amaren Rioja Reserva 2010,14.5,2010,75.0,Spain,Red,35.99,23,4.7,https://www.virginwines.co.uk/wine/Z38434101434/Bodegas-Amaren-Rioja-Reserva,ESP,35.99,1.5561818466529111,35.99,12.0,4.7
De Martino Niebla Chardonnay 2020,13.0,2020,75.0,Chile,White,13.99,86,3.9,https://www.virginwines.co.uk/wine/Z38972100741/De-Martino-Niebla-Chardonnay,CHL,13.99,1.1458177144918276,13.99,2.0,3.9
Perez Cruz Syrah Reserva Limited Edition 2019,14.5,2019,75.0,Chile,Red,17.99,141,4.4,https://www.virginwines.co.uk/wine/Z34523100826/Perez-Cruz-Syrah-Reserva-Limited-Edition,CHL,17.99,1.2550311633455513,17.99,3.0,4.4
